city_id,city,province,region,degurba,mean_residents,mean_area_km2,collisions,fatalities,injuries,years_recorded,injury_rate,fatality_rate,per_capita_accidents_rate,collision_density,resident_density,injury_rate_log,fatality_rate_log,per_capita_accidents_rate_log,collision_density_log,injury_rate_pct,fatality_rate_pct,per_capita_accidents_rate_pct,collision_density_pct,severity_subscore,frequency_subscore,risk_score_equal,risk_score_frequency_heavy,risk_score_severity_heavy
1078,Chieri,TO,Piemonte,2,35868.5,54.1967,218.0,5.0,296.0,4,1.3577981651376148,0.022935779816513763,15.19439062129724,4.022385126769711,661.8207381630247,0.8577282026660761,0.02267670867102975,2.7846649243325996,1.6139049457220878,0.40809845176657406,0.5220325526002382,0.1631599841206828,0.6030170702659786,0.4764589122667725,0.3830885271933307,0.42977371973005163,0.4110996427153632,0.4484477967447399
1082,Chivasso,TO,Piemonte,2,26173.75,51.2027,268.0,3.0,381.0,4,1.421641791044776,0.011194029850746268,25.598166101533025,5.23409898306144,511.1790979772551,0.8844457361932333,0.011131840368844221,3.2808422698595474,1.8300340591564421,0.5637157602223104,0.278285033743549,0.610559745930925,0.6820166732830488,0.39245732433505354,0.6462882096069869,0.5193727669710202,0.5701389440254068,0.4686065899166335
1086,Ciriè,TO,Piemonte,2,18129.0,17.7329,132.0,1.0,170.0,4,1.2878787878787878,0.007575757575757576,18.20287936455403,7.443790919702924,1022.337011994654,0.8276250947884988,0.007547205635382911,2.9550602346936796,2.1334313688674555,0.23382294561333863,0.21337832473203652,0.30051607780865425,0.7828503374354903,0.22155617308455738,0.5416832076220722,0.3816196903533148,0.44564509726081775,0.31759428344581186
1090,Collegno,TO,Piemonte,2,48194.5,18.1075,542.0,2.0,804.0,4,1.4833948339483394,0.0036900369003690036,28.115241365716006,29.932348474389062,2661.5766947397483,0.9096265087650268,0.003683245416296418,3.3712617953359847,3.4318025125047793,0.6903533148074633,0.16712981341802302,0.6947201270345376,0.9682413656212783,0.3764192139737992,0.8314807463279079,0.6039499801508535,0.6949622866216753,0.5129376736800317
1097,Cumiana,TO,Piemonte,3,7820.75,60.7335,32.0,1.0,50.0,4,1.5625,0.03125,10.229197966946904,0.5268920776836508,128.77160051701284,0.9409833444645266,0.030771658666753687,2.418517347406222,0.4232343476966853,0.8130210400952759,0.6746724890829694,0.03056768558951965,0.06153235410877332,0.730011909487892,0.04605001984914649,0.3880309646685192,0.25123858674077015,0.5248233425962683
1099,Druento,TO,Piemonte,2,8989.75,27.5394,41.0,1.0,48.0,4,1.170731707317073,0.024390243902439025,11.401874356906475,1.4887760808151231,326.43231152457935,0.775064303027832,0.024097551579060503,2.517847619002838,0.9117910558250856,0.031163159984120684,0.5498213576816197,0.04922588328701866,0.2870186581976975,0.3423580786026201,0.16812227074235808,0.25524017467248905,0.22039301310043669,0.29008733624454147
1112,Gassino Torinese,TO,Piemonte,2,9272.25,20.5108,56.0,1.0,68.0,4,1.2142857142857142,0.017857142857142856,15.098816360646014,2.7302689314897517,452.06671607153305,0.7949298748698876,0.017699577099400916,2.7787457513155416,1.316480330651781,0.08038904327113934,0.42080190551806274,0.15958713775307662,0.47876141325922983,0.2846367606192934,0.31917427550615324,0.3019055180627233,0.3088130210400953,0.29499801508535134
1115,Giaveno,TO,Piemonte,2,16266.0,71.7379,80.0,2.0,97.0,4,1.2125,0.025,12.295585884667403,1.1151706420176783,226.74207078824443,0.7941230978999475,0.0246926125903715,2.587432091769702,0.7491354910486884,0.07721317983326717,0.5662961492655816,0.06709011512504963,0.2004763795156808,0.3706629614926558,0.13378324732036523,0.2522231044065105,0.2048471615720524,0.29959904724096864
1120,Grugliasco,TO,Piemonte,2,36797.25,13.1375,190.0,1.0,259.0,4,1.3631578947368421,0.005263157894736842,12.908573330887497,14.462416745956233,2800.9324452902,0.8599988155817682,0.0052493558861437285,2.632505436396879,2.7384123534490574,0.42159587137753074,0.1812227074235808,0.08495434696308059,0.8995633187772926,0.2773719730051608,0.49225883287018657,0.3848154029376737,0.42779277491067885,0.3418380309646685
1125,Ivrea,TO,Piemonte,2,22497.5,30.1076,222.0,3.0,277.0,4,1.2477477477477477,0.013513513513513514,24.669407711967995,7.373553521370019,747.2365781397388,0.8099287138792391,0.013423020332140687,3.245299921456283,2.125078348928106,0.14767764986105597,0.32096069868995636,0.574037316395395,0.7812624057165541,0.2516474791583962,0.6776498610559746,0.46464867010718536,0.549849146486701,0.3794481937276697
1127,La Loggia,TO,Piemonte,2,8749.5,12.7929,60.0,1.0,96.0,4,1.6,0.016666666666666666,17.143836790673753,4.690101540698357,683.9340571723378,0.9555114450274363,0.016529301951210565,2.8983309322818767,1.7387280934444516,0.8541087733227472,0.38963874553394207,0.24970226280269947,0.6518459706232632,0.5754267566494641,0.45077411671298134,0.5131004366812227,0.4881699086939262,0.5380309646685192
1128,Lanzo Torinese,TO,Piemonte,2,4930.25,10.2876,31.0,0.0,41.0,4,1.3225806451612903,0.0,15.71928401196694,3.013336443874179,479.2420000777635,0.842678914530909,0.0,2.816562784488876,1.3896229262639708,0.3179833267169512,0.08058753473600636,0.18578801111552204,0.5097260817784836,0.1755458515283843,0.3477570464470028,0.26165144898769355,0.2960936879714172,0.22720921000396985
1130,Leini,TO,Piemonte,2,16269.75,31.9192,147.0,3.0,214.0,4,1.4557823129251701,0.02040816326530612,22.58793159083575,4.605378580916815,509.7167222236146,0.8984453715541446,0.02020270731751945,3.16073520796599,1.7237265976716816,0.6439063120285827,0.481540293767368,0.4926558157999206,0.6462882096069869,0.5464867010718539,0.5694720127034537,0.5579793568876539,0.5625764192139737,0.5533822945613338
