Codice Ripartizione geografica;Codice Regione;Codice Provincia (Storico);Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;01;001;201;001095;1095;Cossano Canavese;;TO;0;0;440;2021;3,2387;2023;427;2023
1;01;001;201;001096;1096;Cuceglio;;TO;0;0;930;2021;6,8709;2023;912;2023
1;01;001;201;001097;1097;Cumiana;;TO;0;0;7821;2021;60,7335;2023;7829;2023
1;01;001;201;001098;1098;Cuorgnè;;TO;0;0;9411;2021;19,3083;2023;9488;2023
1;01;001;201;001099;1099;Druento;;TO;0;0;8973;2021;27,5394;2023;9012;2023
1;01;001;201;001100;1100;Exilles;;TO;0;0;241;2021;46,5473;2023;244;2023
1;01;001;201;001101;1101;Favria;;TO;0;0;5115;2021;14,8499;2023;5006;2023
1;01;001;201;001102;1102;Feletto;;TO;0;0;2190;2021;7,8931;2023;2163;2023
1;01;001;201;001103;1103;Fenestrelle;;TO;0;0;481;2021;49,4091;2023;475;2023
1;01;001;201;001104;1104;Fiano;;TO;0;0;2679;2021;12,0396;2023;2653;2023
1;01;001;201;001105;1105;Fiorano Canavese;;TO;0;0;735;2021;4,3457;2023;729;2023
1;01;001;201;001106;1106;Foglizzo;;TO;0;0;2265;2021;15,6429;2023;2230;2023
1;01;001;201;001107;1107;Forno Canavese;;TO;0;0;3230;2021;16,5002;2023;3162;2023
1;01;001;201;001108;1108;Frassinetto;;TO;0;0;279;2021;24,8186;2023;270;2023
1;01;001;201;001109;1109;Front;;TO;0;0;1613;2021;10,9482;2023;1592;2023
1;01;001;201;001110;1110;Frossasco;;TO;0;0;2799;2021;20,1488;2023;2836;2023
1;01;001;201;001111;1111;Garzigliana;;TO;0;0;530;2021;7,4018;2023;538;2023
1;01;001;201;001112;1112;Gassino Torinese;;TO;0;0;9361;2021;20,5108;2023;9254;2023
1;01;001;201;001113;1113;Germagnano;;TO;0;0;1120;2021;14,4442;2023;1100;2023
1;01;001;201;001114;1114;Giaglione;;TO;0;0;592;2021;33,3830;2023;594;2023
1;01;001;201;001115;1115;Giaveno;;TO;0;0;16214;2021;71,7379;2023;16301;2023
1;01;001;201;001116;1116;Givoletto;;TO;0;0;4095;2021;12,8199;2023;4091;2023
1;01;001;201;001117;1117;Gravere;;TO;0;0;666;2021;18,9872;2023;661;2023
1;01;001;201;001118;1118;Groscavallo;;TO;0;0;191;2021;92,0935;2023;201;2023
1;01;001;201;001119;1119;Grosso;;TO;0;0;987;2021;4,3296;2023;990;2023
1;01;001;201;001120;1120;Grugliasco;;TO;0;0;37090;2021;13,1375;2023;36696;2023
1;01;001;201;001121;1121;Ingria;;TO;0;0;42;2021;14,7505;2023;46;2023
1;01;001;201;001122;1122;Inverso Pinasca;;TO;0;0;697;2021;8,0293;2023;690;2023
1;01;001;201;001123;1123;Isolabella;;TO;0;0;375;2021;4,7718;2023;364;2023
1;01;001;201;001124;1124;Issiglio;;TO;0;0;409;2021;5,5042;2023;443;2023
1;01;001;201;001125;1125;Ivrea;;TO;0;0;22604;2021;30,1076;2023;22427;2023
1;01;001;201;001126;1126;La Cassa;;TO;0;0;1773;2021;12,0354;2023;1764;2023
1;01;001;201;001127;1127;La Loggia;;TO;0;0;8779;2021;12,7929;2023;8724;2023
1;01;001;201;001128;1128;Lanzo Torinese;;TO;0;0;4893;2021;10,2876;2023;4953;2023
1;01;001;201;001129;1129;Lauriano;;TO;0;0;1401;2021;14,2901;2023;1405;2023
1;01;001;201;001130;1130;Leini;;TO;0;0;16321;2021;31,9192;2023;16232;2023
1;01;001;201;001131;1131;Lemie;;TO;0;0;185;2021;45,6752;2023;158;2023
1;01;001;201;001132;1132;Lessolo;;TO;0;0;1777;2021;7,9365;2023;1746;2023
1;01;001;201;001133;1133;Levone;;TO;0;0;443;2021;5,3912;2023;455;2023
1;01;001;201;001134;1134;Locana;;TO;0;0;1339;2021;132,5175;2023;1309;2023
1;01;001;201;001135;1135;Lombardore;;TO;0;0;1670;2021;12,7157;2023;1714;2023
1;01;001;201;001136;1136;Lombriasco;;TO;0;0;1090;2021;7,2095;2023;1078;2023
1;01;001;201;001137;1137;Loranzè;;TO;0;0;1149;2021;4,1914;2023;1141;2023
1;01;001;201;001139;1139;Luserna San Giovanni;;TO;0;0;7162;2021;17,7414;2023;7111;2023
1;01;001;201;001140;1140;Lusernetta;;TO;0;0;480;2021;7,0398;2023;502;2023
1;01;001;201;001141;1141;Lusigliè;;TO;0;0;541;2021;5,2585;2023;552;2023
1;01;001;201;001142;1142;Macello;;TO;0;0;1155;2021;14,1404;2023;1177;2023
1;01;001;201;001143;1143;Maglione;;TO;0;0;419;2021;6,3132;2023;423;2023
1;01;001;201;001144;1144;Marentino;;TO;0;0;1300;2021;11,2599;2023;1286;2023
1;01;001;201;001145;1145;Massello;;TO;0;0;57;2021;38,2587;2023;57;2023
1;01;001;201;001146;1146;Mathi;;TO;0;0;3777;2021;7,0703;2023;3712;2023
1;01;001;201;001147;1147;Mattie;;TO;0;0;658;2021;28,6942;2023;683;2023
1;01;001;201;001148;1148;Mazzè;;TO;0;0;4181;2021;27,3281;2023;4285;2023
1;01;001;201;001149;1149;Meana di Susa;;TO;0;0;805;2021;16,5438;2023;810;2023
1;01;001;201;001150;1150;Mercenasco;;TO;0;0;1291;2021;12,6384;2023;1299;2023
1;01;001;201;001152;1152;Mezzenile;;TO;0;0;736;2021;29,0872;2023;724;2023
1;01;001;201;001153;1153;Mombello di Torino;;TO;0;0;387;2021;4,0825;2023;404;2023
1;01;001;201;001154;1154;Mompantero;;TO;0;0;642;2021;30,3331;2023;611;2023
1;01;001;201;001155;1155;Monastero di Lanzo;;TO;0;0;328;2021;17,6554;2023;319;2023
1;01;001;201;001156;1156;Moncalieri;;TO;0;0;56193;2021;47,5444;2023;55751;2023
1;01;001;201;001157;1157;Moncenisio;;TO;0;0;41;2021;4,5006;2023;49;2023
1;01;001;201;001158;1158;Montaldo Torinese;;TO;0;0;736;2021;4,6568;2023;706;2023
1;01;001;201;001159;1159;Montalenghe;;TO;0;0;970;2021;6,4681;2023;970;2023
1;01;001;201;001160;1160;Montalto Dora;;TO;0;0;3304;2021;7,3567;2023;3310;2023
1;01;001;201;001161;1161;Montanaro;;TO;0;0;5118;2021;20,9036;2023;5057;2023
1;01;001;201;001162;1162;Monteu da Po;;TO;0;0;858;2021;7,3897;2023;838;2023
1;01;001;201;001163;1163;Moriondo Torinese;;TO;0;0;853;2021;6,4898;2023;835;2023
1;01;001;201;001164;1164;Nichelino;;TO;0;0;46458;2021;20,6222;2023;46006;2023
1;01;001;201;001165;1165;Noasca;;TO;0;0;107;2021;78,0484;2023;106;2023
1;01;001;201;001166;1166;Nole;;TO;0;0;6803;2021;11,3530;2023;6705;2023
1;01;001;201;001167;1167;Nomaglio;;TO;0;0;283;2021;3,0743;2023;273;2023
1;01;001;201;001168;1168;None;;TO;0;0;7830;2021;24,6422;2023;7688;2023
1;01;001;201;001169;1169;Novalesa;;TO;0;0;516;2021;28,5543;2023;518;2023
1;01;001;201;001170;1170;Oglianico;;TO;0;0;1455;2021;6,3030;2023;1445;2023
1;01;001;201;001171;1171;Orbassano;;TO;0;0;23044;2021;22,2081;2023;22975;2023
1;01;001;201;001172;1172;Orio Canavese;;TO;0;0;756;2021;7,1541;2023;742;2023
1;01;001;201;001173;1173;Osasco;;TO;0;0;1153;2021;5,4886;2023;1154;2023
1;01;001;201;001174;1174;Osasio;;TO;0;0;936;2021;4,5771;2023;919;2023
1;01;001;201;001175;1175;Oulx;;TO;0;0;3293;2021;99,7859;2023;3256;2023
1;01;001;201;001176;1176;Ozegna;;TO;0;0;1176;2021;5,4058;2023;1196;2023
1;01;001;201;001177;1177;Palazzo Canavese;;TO;0;0;839;2021;5,0819;2023;833;2023
1;01;001;201;001178;1178;Pancalieri;;TO;0;0;1992;2021;15,8885;2023;1970;2023
1;01;001;201;001179;1179;Parella;;TO;0;0;412;2021;2,6886;2023;419;2023
1;01;001;201;001180;1180;Pavarolo;;TO;0;0;1148;2021;4,4056;2023;1166;2023
1;01;001;201;001181;1181;Pavone Canavese;;TO;0;0;3635;2021;11,5399;2023;3588;2023
1;01;001;201;001183;1183;Pecetto Torinese;;TO;0;0;4046;2021;9,1482;2023;4001;2023
1;01;001;201;001184;1184;Perosa Argentina;;TO;0;0;3094;2021;26,0905;2023;3077;2023
1;01;001;201;001185;1185;Perosa Canavese;;TO;0;0;525;2021;4,7080;2023;502;2023
1;01;001;201;001186;1186;Perrero;;TO;0;0;583;2021;63,3937;2023;557;2023
1;01;001;201;001187;1187;Pertusio;;TO;0;0;752;2021;4,0041;2023;736;2023
1;01;001;201;001188;1188;Pessinetto;;TO;0;0;608;2021;5,3498;2023;588;2023
1;01;001;201;001189;1189;Pianezza;;TO;0;0;15449;2021;16,4634;2023;15476;2023
1;01;001;201;001190;1190;Pinasca;;TO;0;0;2853;2021;34,7185;2023;2785;2023
1;01;001;201;001191;1191;Pinerolo;;TO;0;0;35440;2021;50,3375;2023;35431;2023
1;01;001;201;001192;1192;Pino Torinese;;TO;0;0;8333;2021;21,8153;2023;8400;2023
1;01;001;201;001193;1193;Piobesi Torinese;;TO;0;0;3818;2021;19,6488;2023;3757;2023
1;01;001;201;001194;1194;Piossasco;;TO;0;0;18087;2021;40,1458;2023;17952;2023
1;01;001;201;001195;1195;Piscina;;TO;0;0;3319;2021;9,9033;2023;3266;2023
1;01;001;201;001196;1196;Piverone;;TO;0;0;1302;2021;11,0347;2023;1274;2023
1;01;001;201;001197;1197;Poirino;;TO;0;0;10179;2021;75,6190;2023;10173;2023
1;01;001;201;001198;1198;Pomaretto;;TO;0;0;971;2021;8,5611;2023;968;2023
1;01;001;201;001199;1199;Pont Canavese;;TO;0;0;3087;2021;19,0611;2023;2989;2023
1;01;001;201;001200;1200;Porte;;TO;0;0;1079;2021;4,4477;2023;1130;2023
1;01;001;201;001201;1201;Pragelato;;TO;0;0;735;2021;89,2018;2023;740;2023
1;01;001;201;001202;1202;Prali;;TO;0;0;249;2021;72,6097;2023;257;2023
1;01;001;201;001203;1203;Pralormo;;TO;0;0;1899;2021;29,8460;2023;1891;2023
1;01;001;201;001204;1204;Pramollo;;TO;0;0;222;2021;22,4785;2023;222;2023
1;01;001;201;001205;1205;Prarostino;;TO;0;0;1255;2021;10,5051;2023;1259;2023
1;01;001;201;001206;1206;Prascorsano;;TO;0;0;726;2021;6,2419;2023;696;2023
1;01;001;201;001207;1207;Pratiglione;;TO;0;0;458;2021;7,8802;2023;459;2023
1;01;001;201;001208;1208;Quagliuzzo;;TO;0;0;333;2021;2,0379;2023;333;2023
1;01;001;201;001209;1209;Quassolo;;TO;0;0;339;2021;3,9560;2023;330;2023
1;01;001;201;001210;1210;Quincinetto;;TO;0;0;992;2021;17,7884;2023;980;2023
1;01;001;201;001211;1211;Reano;;TO;0;0;1753;2021;6,6657;2023;1746;2023
1;01;001;201;001212;1212;Ribordone;;TO;0;0;49;2021;43,6001;2023;52;2023
1;01;001;201;001213;1213;Rivalba;;TO;0;0;1158;2021;10,8333;2023;1145;2023
1;01;001;201;001214;1214;Rivalta di Torino;;TO;0;0;20172;2021;25,1076;2023;20195;2023
1;01;001;201;001215;1215;Riva presso Chieri;;TO;0;0;4750;2021;35,8330;2023;4754;2023
1;01;001;201;001216;1216;Rivara;;TO;0;0;2496;2021;12,5839;2023;2494;2023
1;01;001;201;001217;1217;Rivarolo Canavese;;TO;0;0;12280;2021;32,2460;2023;12374;2023
1;01;001;201;001218;1218;Rivarossa;;TO;0;0;1548;2021;10,8733;2023;1547;2023
1;01;001;201;001219;1219;Rivoli;;TO;0;0;47481;2021;29,5000;2023;46799;2023
1;01;001;201;001220;1220;Robassomero;;TO;0;0;3052;2021;8,5773;2023;3083;2023
1;01;001;201;001221;1221;Rocca Canavese;;TO;0;0;1667;2021;14,1910;2023;1716;2023
1;01;001;201;001222;1222;Roletto;;TO;0;0;1988;2021;9,7040;2023;1984;2023
1;01;001;201;001223;1223;Romano Canavese;;TO;0;0;2642;2021;11,2106;2023;2665;2023
1;01;001;201;001224;1224;Ronco Canavese;;TO;0;0;293;2021;96,2688;2023;315;2023
1;01;001;201;001225;1225;Rondissone;;TO;0;0;1849;2021;10,6878;2023;1911;2023
1;01;001;201;001226;1226;Rorà;;TO;0;0;227;2021;12,4078;2023;217;2023
1;01;001;201;001227;1227;Roure;;TO;0;0;765;2021;59,3733;2023;756;2023
1;01;001;201;001228;1228;Rosta;;TO;0;0;5056;2021;9,0649;2023;5100;2023
1;01;001;201;001229;1229;Rubiana;;TO;0;0;2391;2021;26,9371;2023;2428;2023
1;01;001;201;001230;1230;Rueglio;;TO;0;0;788;2021;15,1003;2023;806;2023
1;01;001;201;001231;1231;Salassa;;TO;0;0;1792;2021;4,9520;2023;1835;2023
1;01;001;201;001232;1232;Salbertrand;;TO;0;0;605;2021;38,3197;2023;619;2023
1;01;001;201;001233;1233;Salerano Canavese;;TO;0;0;458;2021;2,1034;2023;455;2023
1;01;001;201;001234;1234;Salza di Pinerolo;;TO;0;0;74;2021;15,6752;2023;71;2023
1;01;001;201;001235;1235;Samone;;TO;0;0;1468;2021;2,4329;2023;1509;2023
1;01;001;201;001236;1236;San Benigno Canavese;;TO;0;0;5999;2021;22,2315;2023;6089;2023
1;01;001;201;001237;1237;San Carlo Canavese;;TO;0;0;4010;2021;20,9068;2023;4027;2023
1;01;001;201;001238;1238;San Colombano Belmonte;;TO;0;0;358;2021;3,3808;2023;361;2023
1;01;001;201;001239;1239;San Didero;;TO;0;0;516;2021;3,3037;2023;503;2023
1;01;001;201;001240;1240;San Francesco al Campo;;TO;0;0;4847;2021;14,9795;2023;4832;2023
1;01;001;201;001241;1241;Sangano;;TO;0;0;3686;2021;6,6512;2023;3674;2023
1;01;001;201;001242;1242;San Germano Chisone;;TO;0;0;1691;2021;15,8619;2023;1735;2023
1;01;001;201;001243;1243;San Gillio;;TO;0;0;3217;2021;8,8867;2023;3260;2023
1;01;001;201;001244;1244;San Giorgio Canavese;;TO;0;0;2534;2021;20,4051;2023;2481;2023
1;01;001;201;001245;1245;San Giorio di Susa;;TO;0;0;987;2021;19,7367;2023;974;2023
1;01;001;201;001246;1246;San Giusto Canavese;;TO;0;0;3261;2021;9,6130;2023;3260;2023
1;01;001;201;001247;1247;San Martino Canavese;;TO;0;0;811;2021;9,7933;2023;804;2023
1;01;001;201;001248;1248;San Maurizio Canavese;;TO;0;0;10228;2021;17,3443;2023;10257;2023
1;01;001;201;001249;1249;San Mauro Torinese;;TO;0;0;18635;2021;12,5489;2023;18527;2023
1;01;001;201;001250;1250;San Pietro Val Lemina;;TO;0;0;1457;2021;12,4441;2023;1453;2023
1;01;001;201;001251;1251;San Ponso;;TO;0;0;248;2021;2,1243;2023;236;2023
1;01;001;201;001252;1252;San Raffaele Cimena;;TO;0;0;3146;2021;11,1226;2023;3149;2023
1;01;001;201;001253;1253;San Sebastiano da Po;;TO;0;0;1861;2021;16,5783;2023;1881;2023
1;01;001;201;001254;1254;San Secondo di Pinerolo;;TO;0;0;3597;2021;12,5720;2023;3652;2023
1;01;001;201;001255;1255;Sant'Ambrogio di Torino;;TO;0;0;4597;2021;8,3684;2023;4538;2023
1;01;001;201;001256;1256;Sant'Antonino di Susa;;TO;0;0;4064;2021;9,7947;2023;4101;2023
1;01;001;201;001257;1257;Santena;;TO;0;0;10531;2021;16,1984;2023;10478;2023
1;01;001;201;001258;1258;Sauze di Cesana;;TO;0;0;251;2021;78,2773;2023;227;2023
1;01;001;201;001259;1259;Sauze d'Oulx;;TO;0;0;1043;2021;17,3112;2023;1015;2023
1;01;001;201;001260;1260;Scalenghe;;TO;0;0;3244;2021;31,6768;2023;3200;2023
1;01;001;201;001261;1261;Scarmagno;;TO;0;0;802;2021;8,0309;2023;791;2023
1;01;001;201;001262;1262;Sciolze;;TO;0;0;1463;2021;11,3557;2023;1418;2023
1;01;001;201;001263;1263;Sestriere;;TO;0;0;919;2021;25,9159;2023;901;2023
1;01;001;201;001264;1264;Settimo Rottaro;;TO;0;0;473;2021;6,0579;2023;469;2023
1;01;001;201;001265;1265;Settimo Torinese;;TO;0;0;46056;2021;31,3902;2023;45693;2023
1;01;001;201;001266;1266;Settimo Vittone;;TO;0;0;1491;2021;23,2614;2023;1509;2023
1;01;001;201;001267;1267;Sparone;;TO;0;0;928;2021;29,6786;2023;927;2023
1;01;001;201;001268;1268;Strambinello;;TO;0;0;260;2021;2,2140;2023;249;2023
1;01;001;201;001269;1269;Strambino;;TO;0;0;6080;2021;22,4686;2023;6047;2023
1;01;001;201;001270;1270;Susa;;TO;0;0;5940;2021;10,9880;2023;5898;2023
1;01;001;201;001271;1271;Tavagnasco;;TO;0;0;745;2021;8,6750;2023;746;2023
1;01;001;201;001272;1272;Torino;;TO;1;1;848748;2021;130,0547;2023;851199;2023
1;01;001;201;001273;1273;Torrazza Piemonte;;TO;0;0;3000;2021;9,8239;2023;2996;2023
1;01;001;201;001274;1274;Torre Canavese;;TO;0;0;620;2021;5,4545;2023;613;2023
1;01;001;201;001275;1275;Torre Pellice;;TO;0;0;4591;2021;21,0981;2023;4628;2023
1;01;001;201;001276;1276;Trana;;TO;0;0;3813;2021;16,4058;2023;3749;2023
1;01;001;201;001278;1278;Traversella;;TO;0;0;319;2021;39,3600;2023;306;2023
1;01;001;201;001279;1279;Traves;;TO;0;0;486;2021;10,4544;2023;510;2023
1;01;001;201;001280;1280;Trofarello;;TO;0;0;10580;2021;12,3476;2023;10600;2023
1;01;001;201;001281;1281;Usseaux;;TO;0;0;178;2021;37,9669;2023;173;2023
1;01;001;201;001282;1282;Usseglio;;TO;0;0;195;2021;98,5378;2023;192;2023
1;01;001;201;001283;1283;Vaie;;TO;0;0;1389;2021;7,2293;2023;1372;2023
1;01;001;201;001284;1284;Val della Torre;;TO;0;0;3982;2021;36,5262;2023;3970;2023
1;01;001;201;001285;1285;Valgioie;;TO;0;0;976;2021;9,1197;2023;960;2023
1;01;001;201;001286;1286;Vallo Torinese;;TO;0;0;780;2021;6,0792;2023;780;2023
1;01;001;201;001287;1287;Valperga;;TO;0;0;2974;2021;11,9095;2023;2953;2023
1;01;001;201;001288;1288;Valprato Soana;;TO;0;0;90;2021;71,8553;2023;96;2023
