Codice Ripartizione geografica;Codice Regione;Codice Provincia (Storico);Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;03;012;012;012092;12092;Luino;;VA;0;0;14276;2011;21,0057;2019;14387;2019
1;03;012;012;012093;12093;Luvinate;;VA;0;0;1309;2011;4,0713;2019;1323;2019
1;03;012;012;012095;12095;Malgesso;;VA;0;0;1298;2011;2,7726;2019;1255;2019
1;03;012;012;012096;12096;Malnate;;VA;0;0;16604;2011;9,0012;2019;16525;2019
1;03;012;012;012097;12097;Marchirolo;;VA;0;0;3381;2011;5,4904;2019;3483;2019
1;03;012;012;012098;12098;Marnate;;VA;0;0;7299;2011;4,8464;2019;7975;2019
1;03;012;012;012099;12099;Marzio;;VA;0;0;303;2011;1,8580;2019;316;2019
1;03;012;012;012100;12100;Masciago Primo;;VA;0;0;290;2011;1,8082;2019;297;2019
1;03;012;012;012101;12101;Mercallo;;VA;0;0;1827;2011;5,4816;2019;1827;2019
1;03;012;012;012102;12102;Mesenzana;;VA;0;0;1486;2011;4,8831;2019;1589;2019
1;03;012;012;012103;12103;Montegrino Valtravaglia;;VA;0;0;1414;2011;10,1012;2019;1475;2019
1;03;012;012;012104;12104;Monvalle;;VA;0;0;1944;2011;4,5406;2019;1909;2019
1;03;012;012;012105;12105;Morazzone;;VA;0;0;4303;2011;5,6025;2019;4243;2019
1;03;012;012;012106;12106;Mornago;;VA;0;0;4834;2011;12,2356;2019;4948;2019
1;03;012;012;012107;12107;Oggiona con Santo Stefano;;VA;0;0;4295;2011;2,7451;2019;4300;2019
1;03;012;012;012108;12108;Olgiate Olona;;VA;0;0;12215;2011;7,2066;2019;12542;2019
1;03;012;012;012109;12109;Origgio;;VA;0;0;7416;2011;7,9149;2019;7891;2019
1;03;012;012;012110;12110;Orino;;VA;0;0;840;2011;3,7246;2019;804;2019
1;03;012;012;012113;12113;Porto Ceresio;;VA;0;0;3001;2011;5,3374;2019;2878;2019
1;03;012;012;012114;12114;Porto Valtravaglia;;VA;0;0;2348;2011;16,3739;2019;2298;2019
1;03;012;012;012115;12115;Rancio Valcuvia;;VA;0;0;935;2011;4,4481;2019;921;2019
1;03;012;012;012116;12116;Ranco;;VA;0;0;1326;2011;6,7632;2019;1294;2019
1;03;012;012;012117;12117;Saltrio;;VA;0;0;3013;2011;3,4390;2019;3062;2019
1;03;012;012;012118;12118;Samarate;;VA;0;0;16168;2011;16,0140;2019;16057;2019
1;03;012;012;012119;12119;Saronno;;VA;0;0;38598;2011;11,0575;2019;38785;2019
1;03;012;012;012120;12120;Sesto Calende;;VA;0;0;10819;2011;25,0379;2019;11105;2019
1;03;012;012;012121;12121;Solbiate Arno;;VA;0;0;4274;2011;3,0347;2019;4056;2019
1;03;012;012;012122;12122;Solbiate Olona;;VA;0;0;5579;2011;4,9318;2019;5414;2019
1;03;012;012;012123;12123;Somma Lombardo;;VA;0;0;16905;2011;30,5053;2019;17561;2019
1;03;012;012;012124;12124;Sumirago;;VA;0;0;6254;2011;11,7498;2019;6099;2019
1;03;012;012;012125;12125;Taino;;VA;0;0;3762;2011;7,6311;2019;3638;2019
1;03;012;012;012126;12126;Ternate;;VA;0;0;2474;2011;4,6798;2019;2561;2019
1;03;012;012;012127;12127;Tradate;;VA;0;0;17729;2011;21,4775;2019;18727;2019
1;03;012;012;012128;12128;Travedona-Monate;;VA;0;0;4022;2011;9,5968;2019;4044;2019
1;03;012;012;012129;12129;Tronzano Lago Maggiore;;VA;0;0;254;2011;11,0619;2019;219;2019
1;03;012;012;012130;12130;Uboldo;;VA;0;0;10446;2011;10,7362;2019;10613;2019
1;03;012;012;012131;12131;Valganna;;VA;0;0;1584;2011;12,4185;2019;1563;2019
1;03;012;012;012132;12132;Varano Borghi;;VA;0;0;2418;2011;3,3321;2019;2438;2019
1;03;012;012;012133;12133;Varese;;VA;1;0;79793;2011;54,8393;2019;80724;2019
1;03;012;012;012134;12134;Vedano Olona;;VA;0;0;7301;2011;7,0848;2019;7357;2019
1;03;012;012;012136;12136;Venegono Inferiore;;VA;0;0;6238;2011;5,8788;2019;6039;2019
1;03;012;012;012137;12137;Venegono Superiore;;VA;0;0;7180;2011;6,7338;2019;7357;2019
1;03;012;012;012138;12138;Vergiate;;VA;0;0;8967;2011;21,7832;2019;8660;2019
1;03;012;012;012139;12139;Viggiù;;VA;0;0;5207;2011;9,2627;2019;5121;2019
1;03;012;012;012140;12140;Vizzola Ticino;;VA;0;0;576;2011;7,6059;2019;566;2019
1;03;012;012;012141;12141;Sangiano;;VA;0;0;1536;2011;2,2206;2019;1480;2019
1;03;012;012;012142;12142;Maccagno con Pino e Veddasca;;VA;0;0;2444;2011;41,9571;2019;2505;2019
1;03;012;012;012143;12143;Cadrezzate con Osmate;;VA;0;0;2590;2011;8,2455;2019;2623;2019
1;03;013;013;013003;13003;Albavilla;;CO;0;0;6255;2011;10,3792;2019;6373;2019
1;03;013;013;013004;13004;Albese con Cassano;;CO;0;0;4164;2011;7,9506;2019;4144;2019
1;03;013;013;013005;13005;Albiolo;;CO;0;0;2679;2011;2,8386;2019;2689;2019
1;03;013;013;013006;13006;Alserio;;CO;0;0;1176;2011;1,9921;2019;1286;2019
1;03;013;013;013007;13007;Alzate Brianza;;CO;0;0;5019;2011;7,5847;2019;4847;2019
1;03;013;013;013009;13009;Anzano del Parco;;CO;0;0;1757;2011;3,2450;2019;1824;2019
1;03;013;013;013010;13010;Appiano Gentile;;CO;0;0;7718;2011;12,8076;2019;7689;2019
1;03;013;013;013011;13011;Argegno;;CO;0;0;667;2011;4,1121;2019;672;2019
1;03;013;013;013012;13012;Arosio;;CO;0;0;4987;2011;2,5822;2019;5139;2019
1;03;013;013;013013;13013;Asso;;CO;0;0;3625;2011;6,5106;2019;3560;2019
1;03;013;013;013015;13015;Barni;;CO;0;0;597;2011;5,7157;2019;583;2019
1;03;013;013;013021;13021;Bene Lario;;CO;0;0;342;2011;5,5854;2019;326;2019
1;03;013;013;013022;13022;Beregazzo con Figliaro;;CO;0;0;2577;2011;3,8047;2019;2746;2019
1;03;013;013;013023;13023;Binago;;CO;0;0;4776;2011;7,1194;2019;4721;2019
1;03;013;013;013024;13024;Bizzarone;;CO;0;0;1517;2011;2,6705;2019;1682;2019
1;03;013;013;013025;13025;Blessagno;;CO;0;0;284;2011;3,5601;2019;285;2019
1;03;013;013;013026;13026;Blevio;;CO;0;0;1185;2011;5,4718;2019;1192;2019
1;03;013;013;013028;13028;Bregnano;;CO;0;0;6229;2011;6,1737;2019;6510;2019
1;03;013;013;013029;13029;Brenna;;CO;0;0;2011;2011;4,8311;2019;2188;2019
1;03;013;013;013030;13030;Brienno;;CO;0;0;402;2011;8,9720;2019;327;2019
1;03;013;013;013032;13032;Brunate;;CO;0;0;1766;2011;2,0251;2019;1658;2019
1;03;013;013;013034;13034;Bulgarograsso;;CO;0;0;3883;2011;3,7733;2019;4013;2019
1;03;013;013;013035;13035;Cabiate;;CO;0;0;7412;2011;3,1784;2019;7450;2019
1;03;013;013;013036;13036;Cadorago;;CO;0;0;7631;2011;7,1615;2019;7953;2019
1;03;013;013;013037;13037;Caglio;;CO;0;0;430;2011;6,5169;2019;491;2019
1;03;013;013;013040;13040;Campione d'Italia;;CO;0;0;2158;2011;2,6757;2019;1940;2019
1;03;013;013;013041;13041;Cantù;;CO;0;0;38717;2011;23,2534;2019;39790;2019
1;03;013;013;013042;13042;Canzo;;CO;0;0;5109;2011;11,1053;2019;5146;2019
1;03;013;013;013043;13043;Capiago Intimiano;;CO;0;0;5525;2011;5,7175;2019;5533;2019
1;03;013;013;013044;13044;Carate Urio;;CO;0;0;1216;2011;6,9442;2019;1138;2019
1;03;013;013;013045;13045;Carbonate;;CO;0;0;2905;2011;4,9237;2019;2926;2019
1;03;013;013;013046;13046;Carimate;;CO;0;0;4327;2011;5,1719;2019;4463;2019
1;03;013;013;013047;13047;Carlazzo;;CO;0;0;2972;2011;12,7329;2019;3113;2019
1;03;013;013;013048;13048;Carugo;;CO;0;0;6243;2011;4,1945;2019;6612;2019
1;03;013;013;013052;13052;Caslino d'Erba;;CO;0;0;1692;2011;6,8896;2019;1663;2019
1;03;013;013;013053;13053;Casnate con Bernate;;CO;0;0;4915;2011;5,2221;2019;4970;2019
1;03;013;013;013055;13055;Cassina Rizzardi;;CO;0;0;3175;2011;3,5073;2019;3356;2019
1;03;013;013;013058;13058;Castelmarte;;CO;0;0;1286;2011;1,9723;2019;1256;2019
1;03;013;013;013059;13059;Castelnuovo Bozzente;;CO;0;0;889;2011;3,6220;2019;902;2019
1;03;013;013;013062;13062;Cavargna;;CO;0;0;242;2011;14,9748;2019;194;2019
1;03;013;013;013063;13063;Cerano d'Intelvi;;CO;0;0;536;2011;5,5479;2019;539;2019
1;03;013;013;013064;13064;Cermenate;;CO;0;0;9023;2011;8,1831;2019;9184;2019
1;03;013;013;013065;13065;Cernobbio;;CO;0;0;6830;2011;12,2813;2019;6588;2019
1;03;013;013;013068;13068;Cirimido;;CO;0;0;2109;2011;2,6263;2019;2114;2019
1;03;013;013;013071;13071;Claino con Osteno;;CO;0;0;543;2011;12,9034;2019;556;2019
1;03;013;013;013074;13074;Colonno;;CO;0;0;529;2011;5,6171;2019;493;2019
1;03;013;013;013075;13075;Como;;CO;1;0;82045;2011;37,1412;2019;85543;2019
1;03;013;013;013077;13077;Corrido;;CO;0;0;841;2011;6,1917;2019;806;2019
1;03;013;013;013083;13083;Cremia;;CO;0;0;709;2011;10,1382;2019;670;2019
1;03;013;013;013084;13084;Cucciago;;CO;0;0;3450;2011;4,9305;2019;3466;2019
1;03;013;013;013085;13085;Cusino;;CO;0;0;238;2011;9,6466;2019;214;2019
1;03;013;013;013087;13087;Dizzasco;;CO;0;0;565;2011;3,6082;2019;600;2019
1;03;013;013;013089;13089;Domaso;;CO;0;0;1455;2011;6,2764;2019;1471;2019
1;03;013;013;013090;13090;Dongo;;CO;0;0;3489;2011;7,0436;2019;3264;2019
1;03;013;013;013092;13092;Dosso del Liro;;CO;0;0;275;2011;23,4878;2019;236;2019
1;03;013;013;013095;13095;Erba;;CO;0;0;16503;2011;17,8017;2019;15974;2019
1;03;013;013;013097;13097;Eupilio;;CO;0;0;2769;2011;6,9373;2019;2628;2019
1;03;013;013;013098;13098;Faggeto Lario;;CO;0;0;1235;2011;17,5230;2019;1153;2019
1;03;013;013;013099;13099;Faloppio;;CO;0;0;4274;2011;4,1414;2019;4696;2019
1;03;013;013;013100;13100;Fenegrò;;CO;0;0;3147;2011;5,3603;2019;3203;2019
1;03;013;013;013101;13101;Figino Serenza;;CO;0;0;5226;2011;4,9561;2019;5088;2019
1;03;013;013;013102;13102;Fino Mornasco;;CO;0;0;9569;2011;7,2711;2019;9779;2019
1;03;013;013;013106;13106;Garzeno;;CO;0;0;852;2011;28,7547;2019;701;2019
1;03;013;013;013107;13107;Gera Lario;;CO;0;0;1016;2011;7,1792;2019;1037;2019
1;03;013;013;013110;13110;Grandate;;CO;0;0;2862;2011;2,8250;2019;2818;2019
1;03;013;013;013111;13111;Grandola ed Uniti;;CO;0;0;1313;2011;16,8991;2019;1309;2019
1;03;013;013;013113;13113;Griante;;CO;0;0;623;2011;6,5458;2019;613;2019
1;03;013;013;013114;13114;Guanzate;;CO;0;0;5705;2011;6,9053;2019;5720;2019
1;03;013;013;013118;13118;Inverigo;;CO;0;0;8926;2011;9,9865;2019;9111;2019
1;03;013;013;013119;13119;Laglio;;CO;0;0;917;2011;6,1961;2019;881;2019
1;03;013;013;013120;13120;Laino;;CO;0;0;517;2011;6,6825;2019;524;2019
1;03;013;013;013121;13121;Lambrugo;;CO;0;0;2469;2011;1,8360;2019;2473;2019
1;03;013;013;013123;13123;Lasnigo;;CO;0;0;462;2011;5,5255;2019;468;2019
1;03;013;013;013126;13126;Lezzeno;;CO;0;0;2052;2011;20,7039;2019;2025;2019
1;03;013;013;013128;13128;Limido Comasco;;CO;0;0;3793;2011;4,5636;2019;3854;2019
1;03;013;013;013129;13129;Lipomo;;CO;0;0;5800;2011;2,2977;2019;5925;2019
1;03;013;013;013130;13130;Livo;;CO;0;0;190;2011;33,1337;2019;165;2019
1;03;013;013;013131;13131;Locate Varesino;;CO;0;0;4216;2011;6,0364;2019;4261;2019
1;03;013;013;013133;13133;Lomazzo;;CO;0;0;9194;2011;9,4770;2019;9894;2019
1;03;013;013;013134;13134;Longone al Segrino;;CO;0;0;1780;2011;1,6045;2019;1929;2019
1;03;013;013;013135;13135;Luisago;;CO;0;0;2686;2011;2,1613;2019;2734;2019
1;03;013;013;013136;13136;Lurago d'Erba;;CO;0;0;5335;2011;4,6988;2019;5342;2019
1;03;013;013;013137;13137;Lurago Marinone;;CO;0;0;2456;2011;3,8854;2019;2575;2019
1;03;013;013;013138;13138;Lurate Caccivio;;CO;0;0;9922;2011;5,9357;2019;9766;2019
1;03;013;013;013139;13139;Magreglio;;CO;0;0;645;2011;3,0815;2019;653;2019
1;03;013;013;013143;13143;Mariano Comense;;CO;0;0;23500;2011;13,8027;2019;24851;2019
1;03;013;013;013144;13144;Maslianico;;CO;0;0;3305;2011;1,2884;2019;3221;2019
1;03;013;013;013145;13145;Menaggio;;CO;0;0;3182;2011;11,7701;2019;3092;2019
1;03;013;013;013147;13147;Merone;;CO;0;0;4155;2011;3,2814;2019;4041;2019
1;03;013;013;013152;13152;Moltrasio;;CO;0;0;1640;2011;8,8973;2019;1590;2019
1;03;013;013;013153;13153;Monguzzo;;CO;0;0;2230;2011;3,7270;2019;2361;2019
1;03;013;013;013154;13154;Montano Lucino;;CO;0;0;4775;2011;5,2231;2019;5325;2019
1;03;013;013;013155;13155;Montemezzo;;CO;0;0;261;2011;9,0152;2019;221;2019
1;03;013;013;013157;13157;Montorfano;;CO;0;0;2619;2011;3,5169;2019;2534;2019
1;03;013;013;013159;13159;Mozzate;;CO;0;0;8208;2011;10,6815;2019;8628;2019
1;03;013;013;013160;13160;Musso;;CO;0;0;1019;2011;3,7055;2019;954;2019
1;03;013;013;013161;13161;Nesso;;CO;0;0;1241;2011;15,0301;2019;1186;2019
1;03;013;013;013163;13163;Novedrate;;CO;0;0;2873;2011;2,9210;2019;2850;2019
1;03;013;013;013165;13165;Olgiate Comasco;;CO;0;0;11401;2011;10,9644;2019;11667;2019
1;03;013;013;013169;13169;Oltrona di San Mamette;;CO;0;0;2289;2011;2,6880;2019;2382;2019
1;03;013;013;013170;13170;Orsenigo;;CO;0;0;2757;2011;4,4607;2019;2681;2019
1;03;013;013;013178;13178;Peglio;;CO;0;0;185;2011;10,5747;2019;179;2019
1;03;013;013;013183;13183;Pianello del Lario;;CO;0;0;1041;2011;9,7955;2019;1056;2019
1;03;013;013;013184;13184;Pigra;;CO;0;0;266;2011;4,5334;2019;237;2019
1;03;013;013;013185;13185;Plesio;;CO;0;0;842;2011;16,9040;2019;826;2019
1;03;013;013;013186;13186;Pognana Lario;;CO;0;0;764;2011;5,0749;2019;689;2019
1;03;013;013;013187;13187;Ponna;;CO;0;0;267;2011;5,8112;2019;233;2019
1;03;013;013;013188;13188;Ponte Lambro;;CO;0;0;4345;2011;3,3802;2019;4330;2019
1;03;013;013;013189;13189;Porlezza;;CO;0;0;4661;2011;18,6399;2019;4781;2019
1;03;013;013;013192;13192;Proserpio;;CO;0;0;892;2011;2,2991;2019;946;2019
1;03;013;013;013193;13193;Pusiano;;CO;0;0;1327;2011;3,2026;2019;1374;2019
1;03;013;013;013195;13195;Rezzago;;CO;0;0;317;2011;4,0752;2019;305;2019
1;03;013;013;013197;13197;Rodero;;CO;0;0;1210;2011;2,5208;2019;1284;2019
1;03;013;013;013199;13199;Ronago;;CO;0;0;1754;2011;2,0864;2019;1680;2019
1;03;013;013;013201;13201;Rovellasca;;CO;0;0;7565;2011;3,5679;2019;7878;2019
1;03;013;013;013202;13202;Rovello Porro;;CO;0;0;6035;2011;5,5316;2019;6163;2019
1;03;013;013;013203;13203;Sala Comacina;;CO;0;0;614;2011;4,7342;2019;507;2019
1;03;013;013;013204;13204;San Bartolomeo Val Cavargna;;CO;0;0;1041;2011;10,5076;2019;963;2019
1;03;013;013;013206;13206;San Fermo della Battaglia;;CO;0;0;7380;2011;5,7797;2019;7808;2019
1;03;013;013;013207;13207;San Nazzaro Val Cavargna;;CO;0;0;338;2011;12,9930;2019;284;2019
1;03;013;013;013211;13211;Schignano;;CO;0;0;874;2011;10,1171;2019;867;2019
1;03;013;013;013212;13212;Senna Comasco;;CO;0;0;3171;2011;2,7868;2019;3117;2019
1;03;013;013;013216;13216;Sorico;;CO;0;0;1234;2011;24,4370;2019;1223;2019
1;03;013;013;013217;13217;Sormano;;CO;0;0;633;2011;10,7425;2019;634;2019
1;03;013;013;013218;13218;Stazzona;;CO;0;0;634;2011;7,2943;2019;612;2019
1;03;013;013;013222;13222;Tavernerio;;CO;0;0;5705;2011;11,8815;2019;5696;2019
1;03;013;013;013223;13223;Torno;;CO;0;0;1203;2011;7,5288;2019;1134;2019
1;03;013;013;013226;13226;Trezzone;;CO;0;0;237;2011;3,9091;2019;232;2019
1;03;013;013;013227;13227;Turate;;CO;0;0;8973;2011;10,2824;2019;9421;2019
1;03;013;013;013228;13228;Uggiate-Trevano;;CO;0;0;4451;2011;5,7844;2019;4852;2019
1;03;013;013;013229;13229;Valbrona;;CO;0;0;2656;2011;13,6474;2019;2642;2019
1;03;013;013;013232;13232;Valmorea;;CO;0;0;2656;2011;3,1320;2019;2640;2019
1;03;013;013;013233;13233;Val Rezzo;;CO;0;0;179;2011;6,6115;2019;160;2019
1;03;013;013;013234;13234;Valsolda;;CO;0;0;1647;2011;31,7405;2019;1486;2019
1;03;013;013;013236;13236;Veleso;;CO;0;0;274;2011;5,8606;2019;199;2019
1;03;013;013;013238;13238;Veniano;;CO;0;0;2887;2011;3,1517;2019;3033;2019
1;03;013;013;013239;13239;Vercana;;CO;0;0;751;2011;15,0078;2019;752;2019
1;03;013;013;013242;13242;Vertemate con Minoprio;;CO;0;0;3982;2011;5,7469;2019;4147;2019
1;03;013;013;013245;13245;Villa Guardia;;CO;0;0;7793;2011;7,8577;2019;7951;2019
1;03;013;013;013246;13246;Zelbio;;CO;0;0;220;2011;4,5952;2019;195;2019
1;03;013;013;013248;13248;San Siro;;CO;0;0;1758;2011;18,7866;2019;1739;2019
1;03;013;013;013249;13249;Gravedona ed Uniti;;CO;0;0;4209;2011;39,8520;2019;4123;2019
1;03;013;013;013250;13250;Bellagio;;CO;0;0;3796;2011;29,0589;2019;3678;2019
1;03;013;013;013251;13251;Colverde;;CO;0;0;5234;2011;8,5814;2019;5406;2019
1;03;013;013;013252;13252;Tremezzina;;CO;0;0;5078;2011;29,4097;2019;5082;2019
1;03;013;013;013253;13253;Alta Valle Intelvi;;CO;0;0;2835;2011;24,9508;2019;2895;2019
1;03;013;013;013254;13254;Centro Valle Intelvi;;CO;0;0;3227;2011;19,6566;2019;3521;2019
1;03;013;013;013255;13255;Solbiate con Cagno;;CO;0;0;4588;2011;7,6232;2019;4705;2019
1;03;014;014;014001;14001;Albaredo per San Marco;;SO;0;0;349;2011;18,9604;2019;286;2019
1;03;014;014;014002;14002;Albosaggia;;SO;0;0;3146;2011;34,3464;2019;3001;2019
1;03;014;014;014003;14003;Andalo Valtellino;;SO;0;0;552;2011;6,7750;2019;587;2019
1;03;014;014;014004;14004;Aprica;;SO;0;0;1588;2011;20,3652;2019;1543;2019
1;03;014;014;014005;14005;Ardenno;;SO;0;0;3270;2011;17,1442;2019;3251;2019
1;03;014;014;014006;14006;Bema;;SO;0;0;130;2011;19,2215;2019;116;2019
1;03;014;014;014007;14007;Berbenno di Valtellina;;SO;0;0;4308;2011;35,5949;2019;4070;2019
1;03;014;014;014008;14008;Bianzone;;SO;0;0;1273;2011;17,1065;2019;1293;2019
1;03;014;014;014009;14009;Bormio;;SO;0;0;4036;2011;41,4364;2019;4160;2019
1;03;014;014;014010;14010;Buglio in Monte;;SO;0;0;2091;2011;27,7070;2019;1986;2019
1;03;014;014;014011;14011;Caiolo;;SO;0;0;1035;2011;32,9723;2019;1083;2019
1;03;014;014;014012;14012;Campodolcino;;SO;0;0;1037;2011;48,4884;2019;930;2019
1;03;014;014;014013;14013;Caspoggio;;SO;0;0;1500;2011;7,3122;2019;1367;2019
1;03;014;014;014014;14014;Castello dell'Acqua;;SO;0;0;643;2011;14,0700;2019;613;2019
1;03;014;014;014015;14015;Castione Andevenno;;SO;0;0;1562;2011;17,0329;2019;1567;2019
1;03;014;014;014016;14016;Cedrasco;;SO;0;0;455;2011;14,4204;2019;427;2019
1;03;014;014;014017;14017;Cercino;;SO;0;0;754;2011;5,6946;2019;791;2019
1;03;014;014;014018;14018;Chiavenna;;SO;0;0;7297;2011;10,7742;2019;7293;2019
1;03;014;014;014019;14019;Chiesa in Valmalenco;;SO;0;0;2591;2011;107,5975;2019;2419;2019
1;03;014;014;014020;14020;Chiuro;;SO;0;0;2524;2011;51,7567;2019;2515;2019
1;03;014;014;014021;14021;Cino;;SO;0;0;373;2011;5,0707;2019;342;2019
1;03;014;014;014022;14022;Civo;;SO;0;0;1114;2011;25,1361;2019;1123;2019
1;03;014;014;014023;14023;Colorina;;SO;0;0;1460;2011;17,8352;2019;1370;2019
1;03;014;014;014024;14024;Cosio Valtellino;;SO;0;0;5400;2011;23,9902;2019;5445;2019
1;03;014;014;014025;14025;Dazio;;SO;0;0;424;2011;3,7335;2019;457;2019
1;03;014;014;014026;14026;Delebio;;SO;0;0;3173;2011;22,4380;2019;3322;2019
1;03;014;014;014027;14027;Dubino;;SO;0;0;3551;2011;13,2392;2019;3642;2019
1;03;014;014;014028;14028;Faedo Valtellino;;SO;0;0;545;2011;4,7990;2019;553;2019
1;03;014;014;014029;14029;Forcola;;SO;0;0;835;2011;15,8975;2019;797;2019
1;03;014;014;014030;14030;Fusine;;SO;0;0;611;2011;37,5950;2019;560;2019
1;03;014;014;014031;14031;Gerola Alta;;SO;0;0;189;2011;37,4263;2019;157;2019
1;03;014;014;014032;14032;Gordona;;SO;0;0;1903;2011;62,7928;2019;1949;2019
1;03;014;014;014033;14033;Grosio;;SO;0;0;4619;2011;126,9158;2019;4457;2019
1;03;014;014;014034;14034;Grosotto;;SO;0;0;1615;2011;53,1233;2019;1666;2019
1;03;014;014;014035;14035;Madesimo;;SO;0;0;540;2011;85,6544;2019;529;2019
1;03;014;014;014036;14036;Lanzada;;SO;0;0;1372;2011;117,1650;2019;1299;2019
1;03;014;014;014037;14037;Livigno;;SO;0;0;5976;2011;227,2927;2019;6757;2019
1;03;014;014;014038;14038;Lovero;;SO;0;0;667;2011;13,4606;2019;631;2019
1;03;014;014;014039;14039;Mantello;;SO;0;0;732;2011;3,7844;2019;737;2019
1;03;014;014;014040;14040;Mazzo di Valtellina;;SO;0;0;1041;2011;15,3245;2019;998;2019
1;03;014;014;014041;14041;Mello;;SO;0;0;1001;2011;11,4294;2019;941;2019
1;03;014;014;014043;14043;Mese;;SO;0;0;1747;2011;4,1455;2019;1825;2019
1;03;014;014;014044;14044;Montagna in Valtellina;;SO;0;0;3031;2011;44,9738;2019;2966;2019
1;03;014;014;014045;14045;Morbegno;;SO;0;0;11786;2011;14,8160;2019;12458;2019
1;03;014;014;014046;14046;Novate Mezzola;;SO;0;0;1814;2011;99,7437;2019;1883;2019
1;03;014;014;014047;14047;Pedesina;;SO;0;0;30;2011;6,2997;2019;37;2019
1;03;014;014;014048;14048;Piantedo;;SO;0;0;1321;2011;6,8047;2019;1404;2019
1;03;014;014;014049;14049;Piateda;;SO;0;0;2309;2011;70,7998;2019;2139;2019
1;03;014;014;014050;14050;Piuro;;SO;0;0;1950;2011;84,2534;2019;1915;2019
1;03;014;014;014051;14051;Poggiridenti;;SO;0;0;1865;2011;2,8988;2019;1851;2019
1;03;014;014;014052;14052;Ponte in Valtellina;;SO;0;0;2304;2011;67,7265;2019;2235;2019
1;03;014;014;014053;14053;Postalesio;;SO;0;0;659;2011;10,5844;2019;656;2019
1;03;014;014;014054;14054;Prata Camportaccio;;SO;0;0;2921;2011;27,9382;2019;2958;2019
1;03;014;014;014055;14055;Rasura;;SO;0;0;292;2011;6,0003;2019;289;2019
1;03;014;014;014056;14056;Rogolo;;SO;0;0;564;2011;12,8248;2019;544;2019
1;03;014;014;014057;14057;Samolaco;;SO;0;0;2884;2011;45,7953;2019;2884;2019
1;03;014;014;014058;14058;San Giacomo Filippo;;SO;0;0;395;2011;61,8501;2019;351;2019
1;03;014;014;014059;14059;Sernio;;SO;0;0;500;2011;9,5233;2019;487;2019
1;03;014;014;014060;14060;Sondalo;;SO;0;0;4237;2011;95,4525;2019;4027;2019
1;03;014;014;014061;14061;Sondrio;;SO;1;0;21642;2011;20,8748;2019;21477;2019
1;03;014;014;014062;14062;Spriana;;SO;0;0;101;2011;7,6849;2019;81;2019
1;03;014;014;014063;14063;Talamona;;SO;0;0;4768;2011;21,0512;2019;4642;2019
1;03;014;014;014064;14064;Tartano;;SO;0;0;190;2011;47,2736;2019;195;2019
1;03;014;014;014065;14065;Teglio;;SO;0;0;4654;2011;115,3175;2019;4497;2019
1;03;014;014;014066;14066;Tirano;;SO;0;0;9073;2011;32,3745;2019;8953;2019
1;03;014;014;014067;14067;Torre di Santa Maria;;SO;0;0;824;2011;44,2368;2019;750;2019
1;03;014;014;014068;14068;Tovo di Sant'Agata;;SO;0;0;624;2011;11,1463;2019;645;2019
1;03;014;014;014069;14069;Traona;;SO;0;0;2536;2011;6,3664;2019;2834;2019
1;03;014;014;014070;14070;Tresivio;;SO;0;0;2002;2011;15,0134;2019;1998;2019
1;03;014;014;014071;14071;Valdidentro;;SO;0;0;4045;2011;226,7227;2019;4166;2019
1;03;014;014;014072;14072;Valdisotto;;SO;0;0;3533;2011;89,5706;2019;3621;2019
1;03;014;014;014073;14073;Valfurva;;SO;0;0;2703;2011;214,9861;2019;2542;2019
1;03;014;014;014074;14074;Val Masino;;SO;0;0;939;2011;116,7085;2019;876;2019
1;03;014;014;014075;14075;Verceia;;SO;0;0;1093;2011;11,3774;2019;1072;2019
1;03;014;014;014076;14076;Vervio;;SO;0;0;209;2011;12,4053;2019;214;2019
1;03;014;014;014077;14077;Villa di Chiavenna;;SO;0;0;1030;2011;32,5223;2019;962;2019
1;03;014;014;014078;14078;Villa di Tirano;;SO;0;0;2957;2011;24,7393;2019;2961;2019
1;03;015;215;015002;15002;Abbiategrasso;;MI;0;0;30994;2011;47,7776;2019;32568;2019
1;03;015;215;015005;15005;Albairate;;MI;0;0;4621;2011;14,9817;2019;4709;2019
1;03;015;215;015007;15007;Arconate;;MI;0;0;6524;2011;8,4210;2019;6649;2019
1;03;015;215;015009;15009;Arese;;MI;0;0;19138;2011;6,5763;2019;19295;2019
1;03;015;215;015010;15010;Arluno;;MI;0;0;11495;2011;12,3585;2019;12224;2019
1;03;015;215;015011;15011;Assago;;MI;0;0;8124;2011;8,0523;2019;8922;2019
1;03;015;215;015012;15012;Bareggio;;MI;0;0;17035;2011;11,3842;2019;17161;2019
1;03;015;215;015014;15014;Basiano;;MI;0;0;3639;2011;4,5856;2019;3667;2019
1;03;015;215;015015;15015;Basiglio;;MI;0;0;7567;2011;8,4922;2019;7949;2019
1;03;015;215;015016;15016;Bellinzago Lombardo;;MI;0;0;3810;2011;4,5903;2019;3837;2019
1;03;015;215;015019;15019;Bernate Ticino;;MI;0;0;3071;2011;12,1619;2019;3052;2019
1;03;015;215;015022;15022;Besate;;MI;0;0;2022;2011;12,7426;2019;2046;2019
