Codice Ripartizione geografica;Codice Regione;Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;03;016;016244;16244;Zandobbio;;BG;0;0;2720;2011;6,4317;2011;2733;2011
1;03;016;016245;16245;Zanica;;BG;0;0;8193;2011;14,9523;2011;8239;2011
1;03;016;016246;16246;Zogno;;BG;0;0;9054;2011;35,2123;2011;9082;2011
1;03;016;016247;16247;Costa Serina;;BG;0;0;973;2011;12,2970;2011;973;2011
1;03;016;016248;16248;Algua;;BG;0;0;721;2011;8,3232;2011;731;2011
1;03;016;016249;16249;Cornalba;;BG;0;0;301;2011;9,2506;2011;304;2011
1;03;016;016250;16250;Medolago;;BG;0;0;2340;2011;3,7995;2011;2355;2011
1;03;016;016251;16251;Solza;;BG;0;0;1961;2011;1,2277;2011;1979;2011
1;03;017;017001;17001;Acquafredda;;BS;0;0;1579;2011;9,5463;2011;1599;2011
1;03;017;017002;17002;Adro;;BS;0;0;7114;2011;14,2895;2011;7117;2011
1;03;017;017003;17003;Agnosine;;BS;0;0;1833;2011;13,5546;2011;1819;2011
1;03;017;017004;17004;Alfianello;;BS;0;0;2451;2011;13,7523;2011;2466;2011
1;03;017;017005;17005;Anfo;;BS;0;0;472;2011;23,8313;2011;470;2011
1;03;017;017006;17006;Angolo Terme;;BS;0;0;2503;2011;30,5601;2011;2489;2011
1;03;017;017007;17007;Artogne;;BS;0;0;3571;2011;21,0191;2011;3579;2011
1;03;017;017008;17008;Azzano Mella;;BS;0;0;2969;2011;10,5695;2011;2983;2011
1;03;017;017009;17009;Bagnolo Mella;;BS;0;0;12692;2011;31,3457;2011;12749;2011
1;03;017;017010;17010;Bagolino;;BS;0;0;3940;2011;109,1983;2011;3944;2011
1;03;017;017011;17011;Barbariga;;BS;0;0;2388;2011;11,3363;2011;2411;2011
1;03;017;017012;17012;Barghe;;BS;0;0;1188;2011;5,4918;2011;1201;2011
1;03;017;017013;17013;Bassano Bresciano;;BS;0;0;2224;2011;9,4204;2011;2234;2011
1;03;017;017014;17014;Bedizzole;;BS;0;0;11816;2011;26,4434;2011;11930;2011
1;03;017;017015;17015;Berlingo;;BS;0;0;2582;2011;4,5925;2011;2606;2011
1;03;017;017016;17016;Berzo Demo;;BS;0;0;1720;2011;15,4633;2011;1714;2011
1;03;017;017017;17017;Berzo Inferiore;;BS;0;0;2456;2011;21,9148;2011;2464;2011
1;03;017;017018;17018;Bienno;;BS;0;0;3574;2011;30,5442;2011;3589;2011
1;03;017;017019;17019;Bione;;BS;0;0;1471;2011;17,2870;2011;1483;2011
1;03;017;017020;17020;Borgo San Giacomo;;BS;0;0;5496;2011;29,5299;2011;5501;2011
1;03;017;017021;17021;Borgosatollo;;BS;0;0;9094;2011;8,4199;2011;9158;2011
1;03;017;017022;17022;Borno;;BS;0;0;2630;2011;30,4960;2011;2647;2011
1;03;017;017023;17023;Botticino;;BS;0;0;10788;2011;18,4824;2011;10820;2011
1;03;017;017024;17024;Bovegno;;BS;0;0;2269;2011;47,9887;2011;2257;2011
1;03;017;017025;17025;Bovezzo;;BS;0;0;7483;2011;6,4114;2011;7522;2011
1;03;017;017026;17026;Brandico;;BS;0;0;1611;2011;8,3802;2011;1646;2011
1;03;017;017027;17027;Braone;;BS;0;0;657;2011;13,3567;2011;667;2011
1;03;017;017028;17028;Breno;;BS;0;0;4920;2011;59,9347;2011;4931;2011
1;03;017;017029;17029;Brescia;;BS;1;0;189902;2011;90,3337;2011;191440;2011
1;03;017;017030;17030;Brione;;BS;0;0;685;2011;6,8968;2011;709;2011
1;03;017;017031;17031;Caino;;BS;0;0;2079;2011;17,3082;2011;2086;2011
1;03;017;017032;17032;Calcinato;;BS;0;0;12599;2011;33,2958;2011;12642;2011
1;03;017;017033;17033;Calvagese della Riviera;;BS;0;0;3461;2011;11,7369;2011;3496;2011
1;03;017;017034;17034;Calvisano;;BS;0;0;8537;2011;44,8271;2011;8608;2011
1;03;017;017035;17035;Capo di Ponte;;BS;0;0;2509;2011;18,1074;2011;2505;2011
1;03;017;017036;17036;Capovalle;;BS;0;0;388;2011;22,9465;2011;387;2011
1;03;017;017037;17037;Capriano del Colle;;BS;0;0;4553;2011;13,9676;2011;4571;2011
1;03;017;017038;17038;Capriolo;;BS;0;0;9115;2011;10,6009;2011;9237;2011
1;03;017;017039;17039;Carpenedolo;;BS;0;0;12649;2011;29,8418;2011;12694;2011
1;03;017;017040;17040;Castegnato;;BS;0;0;8031;2011;9,2048;2011;8024;2011
1;03;017;017041;17041;Castelcovati;;BS;0;0;6593;2011;6,1396;2011;6683;2011
1;03;017;017042;17042;Castel Mella;;BS;0;0;10840;2011;7,5285;2011;10903;2011
1;03;017;017043;17043;Castenedolo;;BS;0;0;11160;2011;26,1950;2011;11240;2011
1;03;017;017044;17044;Casto;;BS;0;0;1864;2011;21,3362;2011;1879;2011
1;03;017;017045;17045;Castrezzato;;BS;0;0;7083;2011;13,6321;2011;7136;2011
1;03;017;017046;17046;Cazzago San Martino;;BS;0;0;10959;2011;22,3415;2011;10981;2011
1;03;017;017047;17047;Cedegolo;;BS;0;0;1246;2011;11,0830;2011;1252;2011
1;03;017;017048;17048;Cellatica;;BS;0;0;4945;2011;6,5461;2011;4947;2011
1;03;017;017049;17049;Cerveno;;BS;0;0;663;2011;21,5525;2011;677;2011
1;03;017;017050;17050;Ceto;;BS;0;0;1950;2011;32,3011;2011;1930;2011
1;03;017;017051;17051;Cevo;;BS;0;0;930;2011;35,4688;2011;933;2011
1;03;017;017052;17052;Chiari;;BS;0;0;18391;2011;37,9592;2011;18642;2011
1;03;017;017053;17053;Cigole;;BS;0;0;1619;2011;9,9309;2011;1630;2011
1;03;017;017054;17054;Cimbergo;;BS;0;0;562;2011;24,7130;2011;566;2011
1;03;017;017055;17055;Cividate Camuno;;BS;0;0;2762;2011;3,3068;2011;2757;2011
1;03;017;017056;17056;Coccaglio;;BS;0;0;8469;2011;12,0465;2011;8540;2011
1;03;017;017057;17057;Collebeato;;BS;0;0;4698;2011;5,2698;2011;4698;2011
1;03;017;017058;17058;Collio;;BS;0;0;2227;2011;53,4749;2011;2254;2011
1;03;017;017059;17059;Cologne;;BS;0;0;7534;2011;13,7875;2011;7587;2011
1;03;017;017060;17060;Comezzano-Cizzago;;BS;0;0;3717;2011;15,4370;2011;3739;2011
1;03;017;017061;17061;Concesio;;BS;0;0;14813;2011;19,0748;2011;14881;2011
1;03;017;017062;17062;Corte Franca;;BS;0;0;7078;2011;13,9733;2011;7144;2011
1;03;017;017063;17063;Corteno Golgi;;BS;0;0;2015;2011;82,6046;2011;2017;2011
1;03;017;017064;17064;Corzano;;BS;0;0;1397;2011;12,2960;2011;1406;2011
1;03;017;017065;17065;Darfo Boario Terme;;BS;0;0;15524;2011;36,0712;2011;15604;2011
1;03;017;017066;17066;Dello;;BS;0;0;5576;2011;23,3209;2011;5606;2011
1;03;017;017067;17067;Desenzano del Garda;;BS;0;0;26793;2011;59,2622;2011;27218;2011
1;03;017;017068;17068;Edolo;;BS;0;0;4509;2011;88,9031;2011;4529;2011
1;03;017;017069;17069;Erbusco;;BS;0;0;8286;2011;16,2398;2011;8436;2011
1;03;017;017070;17070;Esine;;BS;0;0;5351;2011;30,3061;2011;5351;2011
1;03;017;017071;17071;Fiesse;;BS;0;0;2175;2011;16,0159;2011;2173;2011
1;03;017;017072;17072;Flero;;BS;0;0;8440;2011;9,8367;2011;8498;2011
1;03;017;017073;17073;Gambara;;BS;0;0;4697;2011;31,5861;2011;4728;2011
1;03;017;017074;17074;Gardone Riviera;;BS;0;0;2713;2011;21,3930;2011;2739;2011
1;03;017;017075;17075;Gardone Val Trompia;;BS;0;0;11700;2011;26,6562;2011;11787;2011
1;03;017;017076;17076;Gargnano;;BS;0;0;3033;2011;76,7514;2011;3012;2011
1;03;017;017077;17077;Gavardo;;BS;0;0;11686;2011;29,7959;2011;11740;2011
1;03;017;017078;17078;Ghedi;;BS;0;0;18321;2011;60,8401;2011;18617;2011
1;03;017;017079;17079;Gianico;;BS;0;0;2196;2011;13,3811;2011;2214;2011
1;03;017;017080;17080;Gottolengo;;BS;0;0;5238;2011;29,2837;2011;5243;2011
1;03;017;017081;17081;Gussago;;BS;0;0;16403;2011;25,0891;2011;16607;2011
1;03;017;017082;17082;Idro;;BS;0;0;1892;2011;22,8902;2011;1895;2011
1;03;017;017083;17083;Incudine;;BS;0;0;403;2011;19,6657;2011;400;2011
1;03;017;017084;17084;Irma;;BS;0;0;147;2011;4,9347;2011;146;2011
1;03;017;017085;17085;Iseo;;BS;0;0;9100;2011;28,4194;2011;9134;2011
1;03;017;017086;17086;Isorella;;BS;0;0;4091;2011;15,3283;2011;4135;2011
1;03;017;017087;17087;Lavenone;;BS;0;0;607;2011;31,8235;2011;603;2011
1;03;017;017088;17088;Leno;;BS;0;0;14364;2011;58,4516;2011;14453;2011
1;03;017;017089;17089;Limone sul Garda;;BS;0;0;1151;2011;23,0259;2011;1174;2011
1;03;017;017090;17090;Lodrino;;BS;0;0;1750;2011;16,4987;2011;1749;2011
1;03;017;017091;17091;Lograto;;BS;0;0;3793;2011;12,4335;2011;3828;2011
1;03;017;017092;17092;Lonato del Garda;;BS;0;0;15559;2011;68,1954;2011;15706;2011
1;03;017;017093;17093;Longhena;;BS;0;0;607;2011;3,4707;2011;612;2011
1;03;017;017094;17094;Losine;;BS;0;0;591;2011;6,2553;2011;591;2011
1;03;017;017095;17095;Lozio;;BS;0;0;418;2011;23,7425;2011;429;2011
1;03;017;017096;17096;Lumezzane;;BS;0;0;23390;2011;31,7179;2011;23495;2011
1;03;017;017097;17097;Maclodio;;BS;0;0;1501;2011;5,0958;2011;1494;2011
1;03;017;017098;17098;Magasa;;BS;0;0;145;2011;19,1109;2011;144;2011
1;03;017;017099;17099;Mairano;;BS;0;0;3329;2011;11,5281;2011;3350;2011
1;03;017;017100;17100;Malegno;;BS;0;0;2078;2011;6,8941;2011;2079;2011
1;03;017;017101;17101;Malonno;;BS;0;0;3320;2011;31,4567;2011;3341;2011
1;03;017;017102;17102;Manerba del Garda;;BS;0;0;4902;2011;36,6294;2011;4996;2011
1;03;017;017103;17103;Manerbio;;BS;0;0;12869;2011;27,8839;2011;12890;2011
1;03;017;017104;17104;Marcheno;;BS;0;0;4359;2011;22,7392;2011;4375;2011
1;03;017;017105;17105;Marmentino;;BS;0;0;676;2011;18,0348;2011;678;2011
1;03;017;017106;17106;Marone;;BS;0;0;3293;2011;23,9307;2011;3305;2011
1;03;017;017107;17107;Mazzano;;BS;0;0;11487;2011;15,7265;2011;11634;2011
1;03;017;017108;17108;Milzano;;BS;0;0;1799;2011;8,4888;2011;1804;2011
1;03;017;017109;17109;Moniga del Garda;;BS;0;0;2436;2011;14,6529;2011;2462;2011
1;03;017;017110;17110;Monno;;BS;0;0;564;2011;31,0259;2011;562;2011
1;03;017;017111;17111;Monte Isola;;BS;0;0;1804;2011;12,6051;2011;1807;2011
1;03;017;017112;17112;Monticelli Brusati;;BS;0;0;4401;2011;10,8908;2011;4409;2011
1;03;017;017113;17113;Montichiari;;BS;0;0;23734;2011;81,6613;2011;23931;2011
1;03;017;017114;17114;Montirone;;BS;0;0;5044;2011;10,5181;2011;5063;2011
1;03;017;017115;17115;Mura;;BS;0;0;790;2011;12,5067;2011;789;2011
1;03;017;017116;17116;Muscoline;;BS;0;0;2547;2011;10,0780;2011;2573;2011
1;03;017;017117;17117;Nave;;BS;0;0;10957;2011;27,2115;2011;11032;2011
1;03;017;017118;17118;Niardo;;BS;0;0;1950;2011;22,1574;2011;1954;2011
1;03;017;017119;17119;Nuvolento;;BS;0;0;4011;2011;7,4576;2011;4011;2011
1;03;017;017120;17120;Nuvolera;;BS;0;0;4535;2011;13,3116;2011;4588;2011
1;03;017;017121;17121;Odolo;;BS;0;0;2086;2011;6,5439;2011;2091;2011
1;03;017;017122;17122;Offlaga;;BS;0;0;4269;2011;23,0333;2011;4265;2011
1;03;017;017123;17123;Ome;;BS;0;0;3238;2011;9,8482;2011;3248;2011
1;03;017;017124;17124;Ono San Pietro;;BS;0;0;1002;2011;13,7797;2011;1003;2011
1;03;017;017125;17125;Orzinuovi;;BS;0;0;12343;2011;47,8684;2011;12442;2011
1;03;017;017126;17126;Orzivecchi;;BS;0;0;2485;2011;9,9376;2011;2498;2011
1;03;017;017127;17127;Ospitaletto;;BS;0;0;13579;2011;9,2903;2011;13827;2011
1;03;017;017128;17128;Ossimo;;BS;0;0;1442;2011;14,8578;2011;1442;2011
1;03;017;017129;17129;Padenghe sul Garda;;BS;0;0;4276;2011;26,8091;2011;4320;2011
1;03;017;017130;17130;Paderno Franciacorta;;BS;0;0;3699;2011;5,6080;2011;3730;2011
1;03;017;017131;17131;Paisco Loveno;;BS;0;0;198;2011;35,8656;2011;199;2011
1;03;017;017132;17132;Paitone;;BS;0;0;2091;2011;8,0034;2011;2122;2011
1;03;017;017133;17133;Palazzolo sull'Oglio;;BS;0;0;19472;2011;23,0393;2011;19664;2011
1;03;017;017134;17134;Paratico;;BS;0;0;4464;2011;6,1816;2011;4467;2011
1;03;017;017135;17135;Paspardo;;BS;0;0;646;2011;11,1537;2011;646;2011
1;03;017;017136;17136;Passirano;;BS;0;0;7114;2011;13,3907;2011;7161;2011
1;03;017;017137;17137;Pavone del Mella;;BS;0;0;2838;2011;11,6134;2011;2835;2011
1;03;017;017138;17138;San Paolo;;BS;0;0;4504;2011;18,8177;2011;4529;2011
1;03;017;017139;17139;Pertica Alta;;BS;0;0;599;2011;20,9152;2011;593;2011
1;03;017;017140;17140;Pertica Bassa;;BS;0;0;686;2011;30,1258;2011;695;2011
1;03;017;017141;17141;Pezzaze;;BS;0;0;1586;2011;21,4894;2011;1590;2011
1;03;017;017142;17142;Pian Camuno;;BS;0;0;4400;2011;10,9450;2011;4416;2011
1;03;017;017143;17143;Pisogne;;BS;0;0;8112;2011;49,2273;2011;8123;2011
1;03;017;017144;17144;Polaveno;;BS;0;0;2661;2011;9,2011;2011;2671;2011
1;03;017;017145;17145;Polpenazze del Garda;;BS;0;0;2468;2011;9,1195;2011;2516;2011
1;03;017;017146;17146;Pompiano;;BS;0;0;3893;2011;15,2734;2011;3910;2011
1;03;017;017147;17147;Poncarale;;BS;0;0;5219;2011;12,6432;2011;5270;2011
1;03;017;017148;17148;Ponte di Legno;;BS;0;0;1754;2011;100,4260;2011;1752;2011
1;03;017;017149;17149;Pontevico;;BS;0;0;7121;2011;29,2070;2011;7136;2011
1;03;017;017150;17150;Pontoglio;;BS;0;0;6894;2011;11,0859;2011;6943;2011
1;03;017;017151;17151;Pozzolengo;;BS;0;0;3438;2011;21,3264;2011;3461;2011
1;03;017;017152;17152;Pralboino;;BS;0;0;2912;2011;17,1622;2011;2926;2011
1;03;017;017153;17153;Preseglie;;BS;0;0;1577;2011;11,4524;2011;1577;2011
1;03;017;017154;17154;Prestine;;BS;0;0;384;2011;16,2623;2011;383;2011
1;03;017;017155;17155;Prevalle;;BS;0;0;6816;2011;9,9892;2011;6862;2011
1;03;017;017156;17156;Provaglio d'Iseo;;BS;0;0;7136;2011;16,1597;2011;7191;2011
1;03;017;017157;17157;Provaglio Val Sabbia;;BS;0;0;966;2011;14,8506;2011;961;2011
1;03;017;017158;17158;Puegnago del Garda;;BS;0;0;3263;2011;10,9716;2011;3286;2011
1;03;017;017159;17159;Quinzano d'Oglio;;BS;0;0;6390;2011;21,4527;2011;6431;2011
1;03;017;017160;17160;Remedello;;BS;0;0;3387;2011;21,4624;2011;3408;2011
1;03;017;017161;17161;Rezzato;;BS;0;0;12933;2011;18,2064;2011;13129;2011
1;03;017;017162;17162;Roccafranca;;BS;0;0;4767;2011;19,1322;2011;4815;2011
1;03;017;017163;17163;Rodengo Saiano;;BS;0;0;8795;2011;12,8593;2011;8969;2011
1;03;017;017164;17164;Roè Volciano;;BS;0;0;4465;2011;5,8207;2011;4501;2011
1;03;017;017165;17165;Roncadelle;;BS;0;0;9265;2011;9,3899;2011;9329;2011
1;03;017;017166;17166;Rovato;;BS;0;0;17562;2011;26,0941;2011;18019;2011
1;03;017;017167;17167;Rudiano;;BS;0;0;5699;2011;9,8454;2011;5755;2011
1;03;017;017168;17168;Sabbio Chiese;;BS;0;0;3831;2011;18,4472;2011;3844;2011
1;03;017;017169;17169;Sale Marasino;;BS;0;0;3370;2011;16,5869;2011;3385;2011
1;03;017;017170;17170;Salò;;BS;0;0;10350;2011;27,3048;2011;10473;2011
1;03;017;017171;17171;San Felice del Benaco;;BS;0;0;3403;2011;20,2166;2011;3424;2011
1;03;017;017172;17172;San Gervasio Bresciano;;BS;0;0;2469;2011;10,5028;2011;2507;2011
1;03;017;017173;17173;San Zeno Naviglio;;BS;0;0;4601;2011;6,2531;2011;4648;2011
1;03;017;017174;17174;Sarezzo;;BS;0;0;13469;2011;17,6790;2011;13502;2011
1;03;017;017175;17175;Saviore dell'Adamello;;BS;0;0;992;2011;84,2677;2011;992;2011
1;03;017;017176;17176;Sellero;;BS;0;0;1506;2011;14,4711;2011;1506;2011
1;03;017;017177;17177;Seniga;;BS;0;0;1581;2011;13,5719;2011;1605;2011
1;03;017;017178;17178;Serle;;BS;0;0;3092;2011;18,4273;2011;3086;2011
1;03;017;017179;17179;Sirmione;;BS;0;0;7438;2011;26,2480;2011;7681;2011
1;03;017;017180;17180;Soiano del Lago;;BS;0;0;1785;2011;5,7734;2011;1823;2011
1;03;017;017181;17181;Sonico;;BS;0;0;1270;2011;60,8920;2011;1278;2011
1;03;017;017182;17182;Sulzano;;BS;0;0;1892;2011;10,4396;2011;1918;2011
1;03;017;017183;17183;Tavernole sul Mella;;BS;0;0;1359;2011;19,8075;2011;1375;2011
1;03;017;017184;17184;Temù;;BS;0;0;1083;2011;43,2570;2011;1087;2011
1;03;017;017185;17185;Tignale;;BS;0;0;1298;2011;45,8569;2011;1305;2011
1;03;017;017186;17186;Torbole Casaglia;;BS;0;0;6370;2011;13,4393;2011;6409;2011
1;03;017;017187;17187;Toscolano-Maderno;;BS;0;0;7994;2011;58,1706;2011;8072;2011
1;03;017;017188;17188;Travagliato;;BS;0;0;13447;2011;17,7358;2011;13540;2011
1;03;017;017189;17189;Tremosine;;BS;0;0;2125;2011;72,6815;2011;2134;2011
1;03;017;017190;17190;Trenzano;;BS;0;0;5480;2011;20,1018;2011;5470;2011
1;03;017;017191;17191;Treviso Bresciano;;BS;0;0;566;2011;17,7332;2011;567;2011
1;03;017;017192;17192;Urago d'Oglio;;BS;0;0;3877;2011;10,6801;2011;3932;2011
1;03;017;017193;17193;Vallio Terme;;BS;0;0;1372;2011;14,8574;2011;1380;2011
1;03;017;017194;17194;Valvestino;;BS;0;0;212;2011;31,1204;2011;212;2011
1;03;017;017195;17195;Verolanuova;;BS;0;0;8133;2011;25,7595;2011;8160;2011
1;03;017;017196;17196;Verolavecchia;;BS;0;0;3875;2011;21,0635;2011;3878;2011
1;03;017;017197;17197;Vestone;;BS;0;0;4461;2011;12,9638;2011;4461;2011
1;03;017;017198;17198;Vezza d'Oglio;;BS;0;0;1476;2011;54,1472;2011;1483;2011
1;03;017;017199;17199;Villa Carcina;;BS;0;0;10755;2011;14,2195;2011;10838;2011
1;03;017;017200;17200;Villachiara;;BS;0;0;1432;2011;16,8650;2011;1443;2011
1;03;017;017201;17201;Villanuova sul Clisi;;BS;0;0;5661;2011;9,1011;2011;5680;2011
1;03;017;017202;17202;Vione;;BS;0;0;723;2011;35,2649;2011;724;2011
1;03;017;017203;17203;Visano;;BS;0;0;1933;2011;11,2237;2011;1940;2011
1;03;017;017204;17204;Vobarno;;BS;0;0;8150;2011;53,2214;2011;8172;2011
1;03;017;017205;17205;Zone;;BS;0;0;1091;2011;19,6815;2011;1091;2011
1;03;017;017206;17206;Piancogno;;BS;0;0;4679;2011;14,3021;2011;4685;2011
1;03;018;018001;18001;Alagna;;PV;0;0;882;2011;8,3442;2011;890;2011
1;03;018;018002;18002;Albaredo Arnaboldi;;PV;0;0;225;2011;8,7570;2011;226;2011
1;03;018;018003;18003;Albonese;;PV;0;0;565;2011;4,3279;2011;569;2011
1;03;018;018004;18004;Albuzzano;;PV;0;0;3355;2011;15,4488;2011;3383;2011
1;03;018;018005;18005;Arena Po;;PV;0;0;1625;2011;22,4871;2011;1638;2011
1;03;018;018006;18006;Badia Pavese;;PV;0;0;402;2011;5,0572;2011;398;2011
1;03;018;018007;18007;Bagnaria;;PV;0;0;675;2011;16,6641;2011;675;2011
1;03;018;018008;18008;Barbianello;;PV;0;0;890;2011;11,7124;2011;895;2011
1;03;018;018009;18009;Bascapè;;PV;0;0;1715;2011;13,3380;2011;1739;2011
1;03;018;018010;18010;Bastida de' Dossi;;PV;0;0;172;2011;1,7079;2011;174;2011
1;03;018;018011;18011;Bastida Pancarana;;PV;0;0;1032;2011;12,5000;2011;1040;2011
1;03;018;018012;18012;Battuda;;PV;0;0;582;2011;7,1426;2011;607;2011
1;03;018;018013;18013;Belgioioso;;PV;0;0;6287;2011;24,6867;2011;6355;2011
1;03;018;018014;18014;Bereguardo;;PV;0;0;2775;2011;17,8636;2011;2797;2011
1;03;018;018015;18015;Borgarello;;PV;0;0;2659;2011;4,8364;2011;2672;2011
1;03;018;018016;18016;Borgo Priolo;;PV;0;0;1382;2011;28,8094;2011;1397;2011
1;03;018;018017;18017;Borgoratto Mormorolo;;PV;0;0;423;2011;16,1043;2011;415;2011
1;03;018;018018;18018;Borgo San Siro;;PV;0;0;1035;2011;17,6391;2011;1035;2011
1;03;018;018019;18019;Bornasco;;PV;0;0;2589;2011;12,9286;2011;2611;2011
1;03;018;018020;18020;Bosnasco;;PV;0;0;633;2011;4,8363;2011;632;2011
1;03;018;018021;18021;Brallo di Pregola;;PV;0;0;689;2011;46,1441;2011;693;2011
1;03;018;018022;18022;Breme;;PV;0;0;853;2011;18,8137;2011;868;2011
1;03;018;018023;18023;Bressana Bottarone;;PV;0;0;3535;2011;12,6873;2011;3538;2011
1;03;018;018024;18024;Broni;;PV;0;0;9073;2011;20,8467;2011;9236;2011
1;03;018;018025;18025;Calvignano;;PV;0;0;128;2011;6,9837;2011;128;2011
1;03;018;018026;18026;Campospinoso;;PV;0;0;990;2011;3,6864;2011;996;2011
1;03;018;018027;18027;Candia Lomellina;;PV;0;0;1636;2011;27,8967;2011;1638;2011
1;03;018;018028;18028;Canevino;;PV;0;0;112;2011;4,8094;2011;110;2011
1;03;018;018029;18029;Canneto Pavese;;PV;0;0;1423;2011;5,8147;2011;1440;2011
1;03;018;018030;18030;Carbonara al Ticino;;PV;0;0;1516;2011;14,7807;2011;1537;2011
1;03;018;018031;18031;Casanova Lonati;;PV;0;0;483;2011;4,6302;2011;490;2011
1;03;018;018032;18032;Casatisma;;PV;0;0;895;2011;5,4774;2011;898;2011
1;03;018;018033;18033;Casei Gerola;;PV;0;0;2500;2011;24,8050;2011;2511;2011
1;03;018;018034;18034;Casorate Primo;;PV;0;0;8480;2011;9,7359;2011;8514;2011
1;03;018;018035;18035;Cassolnovo;;PV;0;0;6940;2011;31,7358;2011;6987;2011
1;03;018;018036;18036;Castana;;PV;0;0;744;2011;5,2772;2011;754;2011
1;03;018;018037;18037;Casteggio;;PV;0;0;6836;2011;17,6617;2011;6844;2011
1;03;018;018038;18038;Castelletto di Branduzzo;;PV;0;0;1037;2011;11,7724;2011;1043;2011
1;03;018;018039;18039;Castello d'Agogna;;PV;0;0;1091;2011;10,7444;2011;1091;2011
1;03;018;018040;18040;Castelnovetto;;PV;0;0;624;2011;18,2141;2011;634;2011
1;03;018;018041;18041;Cava Manara;;PV;0;0;6586;2011;17,2590;2011;6644;2011
1;03;018;018042;18042;Cecima;;PV;0;0;233;2011;10,1244;2011;232;2011
1;03;018;018043;18043;Ceranova;;PV;0;0;1894;2011;4,5977;2011;1932;2011
1;03;018;018044;18044;Ceretto Lomellina;;PV;0;0;205;2011;7,3786;2011;208;2011
1;03;018;018045;18045;Cergnago;;PV;0;0;754;2011;13,5598;2011;761;2011
1;03;018;018046;18046;Certosa di Pavia;;PV;0;0;5004;2011;10,8579;2011;5076;2011
1;03;018;018047;18047;Cervesina;;PV;0;0;1224;2011;12,4109;2011;1223;2011
1;03;018;018048;18048;Chignolo Po;;PV;0;0;3992;2011;23,3884;2011;4033;2011
1;03;018;018049;18049;Cigognola;;PV;0;0;1363;2011;7,8757;2011;1366;2011
1;03;018;018050;18050;Cilavegna;;PV;0;0;5656;2011;18,0511;2011;5680;2011
1;03;018;018051;18051;Codevilla;;PV;0;0;1000;2011;12,9551;2011;997;2011
1;03;018;018052;18052;Confienza;;PV;0;0;1671;2011;26,8065;2011;1669;2011
1;03;018;018053;18053;Copiano;;PV;0;0;1794;2011;4,3401;2011;1811;2011
1;03;018;018054;18054;Corana;;PV;0;0;798;2011;12,8710;2011;808;2011
1;03;018;018055;18055;Cornale;;PV;0;0;723;2011;2,1138;2011;715;2011
1;03;018;018056;18056;Corteolona;;PV;0;0;2132;2011;10,0907;2011;2169;2011
1;03;018;018057;18057;Corvino San Quirico;;PV;0;0;1034;2011;4,3728;2011;1047;2011
1;03;018;018058;18058;Costa de' Nobili;;PV;0;0;351;2011;11,8242;2011;357;2011
1;03;018;018059;18059;Cozzo;;PV;0;0;371;2011;17,6095;2011;371;2011
1;03;018;018060;18060;Cura Carpignano;;PV;0;0;4371;2011;11,0854;2011;4433;2011
1;03;018;018061;18061;Dorno;;PV;0;0;4584;2011;30,5665;2011;4611;2011
1;03;018;018062;18062;Ferrera Erbognone;;PV;0;0;1121;2011;19,1708;2011;1133;2011
1;03;018;018063;18063;Filighera;;PV;0;0;849;2011;8,2478;2011;840;2011
1;03;018;018064;18064;Fortunago;;PV;0;0;383;2011;17,8248;2011;385;2011
1;03;018;018065;18065;Frascarolo;;PV;0;0;1214;2011;24,1753;2011;1224;2011
1;03;018;018066;18066;Galliavola;;PV;0;0;213;2011;9,2313;2011;221;2011
1;03;018;018067;18067;Gambarana;;PV;0;0;242;2011;11,7761;2011;244;2011
1;03;018;018068;18068;Gambolò;;PV;0;0;9779;2011;51,7030;2011;9979;2011
1;03;018;018069;18069;Garlasco;;PV;0;0;9791;2011;39,1760;2011;9838;2011
1;03;018;018070;18070;Genzone;;PV;0;0;358;2011;3,9957;2011;360;2011
1;03;018;018071;18071;Gerenzago;;PV;0;0;1386;2011;5,4113;2011;1399;2011
1;03;018;018072;18072;Giussago;;PV;0;0;5049;2011;24,7226;2011;5109;2011
1;03;018;018073;18073;Godiasco;;PV;0;0;3130;2011;20,6103;2011;3128;2011
1;03;018;018074;18074;Golferenzo;;PV;0;0;206;2011;4,4207;2011;208;2011
1;03;018;018075;18075;Gravellona Lomellina;;PV;0;0;2688;2011;20,3439;2011;2704;2011
1;03;018;018076;18076;Gropello Cairoli;;PV;0;0;4592;2011;26,2160;2011;4618;2011
1;03;018;018077;18077;Inverno e Monteleone;;PV;0;0;1390;2011;9,6414;2011;1400;2011
1;03;018;018078;18078;Landriano;;PV;0;0;5917;2011;15,5872;2011;6029;2011
1;03;018;018079;18079;Langosco;;PV;0;0;436;2011;15,8206;2011;434;2011
1;03;018;018080;18080;Lardirago;;PV;0;0;1200;2011;5,3416;2011;1210;2011
1;03;018;018081;18081;Linarolo;;PV;0;0;2754;2011;13,1660;2011;2802;2011
1;03;018;018082;18082;Lirio;;PV;0;0;136;2011;1,7457;2011;134;2011
1;03;018;018083;18083;Lomello;;PV;0;0;2295;2011;22,3585;2011;2289;2011
1;03;018;018084;18084;Lungavilla;;PV;0;0;2412;2011;6,8204;2011;2429;2011
