Codice Ripartizione geografica;Codice Regione;Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
2;05;028;028063;28063;Piazzola sul Brenta;;PD;0;0;11130;2011;40,9328;2011;11172;2011
2;05;028;028064;28064;Piombino Dese;;PD;0;0;9276;2011;29,6247;2011;9324;2011
2;05;028;028065;28065;Piove di Sacco;;PD;0;0;19067;2011;35,7342;2011;19267;2011
2;05;028;028066;28066;Polverara;;PD;0;0;3104;2011;9,8439;2011;3125;2011
2;05;028;028067;28067;Ponso;;PD;0;0;2449;2011;10,8489;2011;2470;2011
2;05;028;028068;28068;Pontelongo;;PD;0;0;3902;2011;10,8862;2011;3921;2011
2;05;028;028069;28069;Ponte San Nicolò;;PD;0;0;13237;2011;13,5210;2011;13312;2011
2;05;028;028070;28070;Pozzonovo;;PD;0;0;3653;2011;24,4761;2011;3650;2011
2;05;028;028071;28071;Rovolon;;PD;0;0;4777;2011;27,6862;2011;4798;2011
2;05;028;028072;28072;Rubano;;PD;0;0;15669;2011;14,5124;2011;15818;2011
2;05;028;028073;28073;Saccolongo;;PD;0;0;4934;2011;13,7992;2011;4930;2011
2;05;028;028074;28074;Saletto;;PD;0;0;2730;2011;10,7353;2011;2736;2011
2;05;028;028075;28075;San Giorgio delle Pertiche;;PD;0;0;9979;2011;18,8582;2011;10060;2011
2;05;028;028076;28076;San Giorgio in Bosco;;PD;0;0;6244;2011;28,3502;2011;6260;2011
2;05;028;028077;28077;San Martino di Lupari;;PD;0;0;13052;2011;24,1222;2011;13039;2011
2;05;028;028078;28078;San Pietro in Gu;;PD;0;0;4576;2011;17,9003;2011;4561;2011
2;05;028;028079;28079;San Pietro Viminario;;PD;0;0;3003;2011;13,3064;2011;3010;2011
2;05;028;028080;28080;Santa Giustina in Colle;;PD;0;0;7131;2011;17,9675;2011;7156;2011
2;05;028;028081;28081;Santa Margherita d'Adige;;PD;0;0;2299;2011;12,7262;2011;2300;2011
2;05;028;028082;28082;Sant'Angelo di Piove di Sacco;;PD;0;0;7211;2011;13,9648;2011;7229;2011
2;05;028;028083;28083;Sant'Elena;;PD;0;0;2430;2011;8,9164;2011;2448;2011
2;05;028;028084;28084;Sant'Urbano;;PD;0;0;2162;2011;31,9186;2011;2170;2011
2;05;028;028085;28085;Saonara;;PD;0;0;10043;2011;13,5443;2011;10128;2011
2;05;028;028086;28086;Selvazzano Dentro;;PD;0;0;22145;2011;19,5168;2011;22260;2011
2;05;028;028087;28087;Solesino;;PD;0;0;7180;2011;10,1429;2011;7165;2011
2;05;028;028088;28088;Stanghella;;PD;0;0;4331;2011;19,8106;2011;4342;2011
2;05;028;028089;28089;Teolo;;PD;0;0;8866;2011;31,2006;2011;8916;2011
2;05;028;028090;28090;Terrassa Padovana;;PD;0;0;2625;2011;14,8125;2011;2645;2011
2;05;028;028091;28091;Tombolo;;PD;0;0;8227;2011;11,0202;2011;8303;2011
2;05;028;028092;28092;Torreglia;;PD;0;0;6206;2011;18,8543;2011;6256;2011
2;05;028;028093;28093;Trebaseleghe;;PD;0;0;12579;2011;30,6561;2011;12572;2011
2;05;028;028094;28094;Tribano;;PD;0;0;4431;2011;19,2263;2011;4439;2011
2;05;028;028095;28095;Urbana;;PD;0;0;2186;2011;17,0220;2011;2183;2011
2;05;028;028096;28096;Veggiano;;PD;0;0;4543;2011;16,4121;2011;4594;2011
2;05;028;028097;28097;Vescovana;;PD;0;0;1717;2011;22,2473;2011;1733;2011
2;05;028;028098;28098;Vighizzolo d'Este;;PD;0;0;935;2011;17,0825;2011;939;2011
2;05;028;028099;28099;Vigodarzere;;PD;0;0;12885;2011;19,9160;2011;12938;2011
2;05;028;028100;28100;Vigonza;;PD;0;0;21993;2011;33,3229;2011;22141;2011
2;05;028;028101;28101;Villa del Conte;;PD;0;0;5504;2011;17,3484;2011;5532;2011
2;05;028;028102;28102;Villa Estense;;PD;0;0;2322;2011;16,0063;2011;2322;2011
2;05;028;028103;28103;Villafranca Padovana;;PD;0;0;9797;2011;23,9549;2011;9896;2011
2;05;028;028104;28104;Villanova di Camposampiero;;PD;0;0;5929;2011;12,2262;2011;5979;2011
2;05;028;028105;28105;Vo';;PD;0;0;3417;2011;20,3663;2011;3414;2011
2;05;028;028106;28106;Due Carrare;;PD;0;0;8943;2011;26,5644;2011;8978;2011
2;05;029;029001;29001;Adria;;RO;0;0;20233;2011;113,3883;2011;20198;2011
2;05;029;029002;29002;Ariano nel Polesine;;RO;0;0;4554;2011;80,6097;2011;4545;2011
2;05;029;029003;29003;Arquà Polesine;;RO;0;0;2811;2011;19,9278;2011;2806;2011
2;05;029;029004;29004;Badia Polesine;;RO;0;0;10536;2011;44,5341;2011;10603;2011
2;05;029;029005;29005;Bagnolo di Po;;RO;0;0;1374;2011;21,3580;2011;1390;2011
2;05;029;029006;29006;Bergantino;;RO;0;0;2626;2011;17,9675;2011;2626;2011
2;05;029;029007;29007;Bosaro;;RO;0;0;1508;2011;6,1227;2011;1539;2011
2;05;029;029008;29008;Calto;;RO;0;0;819;2011;10,8475;2011;825;2011
2;05;029;029009;29009;Canaro;;RO;0;0;2853;2011;32,6473;2011;2855;2011
2;05;029;029010;29010;Canda;;RO;0;0;1007;2011;14,3743;2011;1036;2011
2;05;029;029011;29011;Castelguglielmo;;RO;0;0;1646;2011;22,1291;2011;1646;2011
2;05;029;029012;29012;Castelmassa;;RO;0;0;4291;2011;11,8404;2011;4297;2011
2;05;029;029013;29013;Castelnovo Bariano;;RO;0;0;2931;2011;37,9133;2011;2923;2011
2;05;029;029014;29014;Ceneselli;;RO;0;0;1813;2011;28,6176;2011;1797;2011
2;05;029;029015;29015;Ceregnano;;RO;0;0;3691;2011;30,1699;2011;3717;2011
2;05;029;029017;29017;Corbola;;RO;0;0;2514;2011;18,5470;2011;2521;2011
2;05;029;029018;29018;Costa di Rovigo;;RO;0;0;2683;2011;16,0651;2011;2697;2011
2;05;029;029019;29019;Crespino;;RO;0;0;1970;2011;31,8550;2011;1974;2011
2;05;029;029021;29021;Ficarolo;;RO;0;0;2609;2011;18,0738;2011;2596;2011
2;05;029;029022;29022;Fiesso Umbertiano;;RO;0;0;4275;2011;27,5396;2011;4273;2011
2;05;029;029023;29023;Frassinelle Polesine;;RO;0;0;1529;2011;21,9767;2011;1530;2011
2;05;029;029024;29024;Fratta Polesine;;RO;0;0;2782;2011;20,9677;2011;2791;2011
2;05;029;029025;29025;Gaiba;;RO;0;0;1094;2011;11,9896;2011;1093;2011
2;05;029;029026;29026;Gavello;;RO;0;0;1605;2011;24,3701;2011;1607;2011
2;05;029;029027;29027;Giacciano con Baruchella;;RO;0;0;2182;2011;18,4203;2011;2201;2011
2;05;029;029028;29028;Guarda Veneta;;RO;0;0;1185;2011;17,2052;2011;1185;2011
2;05;029;029029;29029;Lendinara;;RO;0;0;12024;2011;55,0601;2011;12016;2011
2;05;029;029030;29030;Loreo;;RO;0;0;3568;2011;39,8436;2011;3612;2011
2;05;029;029031;29031;Lusia;;RO;0;0;3595;2011;17,6764;2011;3590;2011
2;05;029;029032;29032;Melara;;RO;0;0;1870;2011;17,5809;2011;1870;2011
2;05;029;029033;29033;Occhiobello;;RO;0;0;11351;2011;32,3261;2011;11492;2011
2;05;029;029034;29034;Papozze;;RO;0;0;1645;2011;21,4869;2011;1647;2011
2;05;029;029035;29035;Pettorazza Grimani;;RO;0;0;1669;2011;21,4544;2011;1667;2011
2;05;029;029036;29036;Pincara;;RO;0;0;1262;2011;17,5061;2011;1286;2011
2;05;029;029037;29037;Polesella;;RO;0;0;4079;2011;16,4116;2011;4068;2011
2;05;029;029038;29038;Pontecchio Polesine;;RO;0;0;2078;2011;11,5313;2011;2092;2011
2;05;029;029039;29039;Porto Tolle;;RO;0;0;10058;2011;256,8764;2011;10045;2011
2;05;029;029040;29040;Rosolina;;RO;0;0;6481;2011;74,6930;2011;6528;2011
2;05;029;029041;29041;Rovigo;;RO;1;0;50164;2011;108,8039;2011;51308;2011
2;05;029;029042;29042;Salara;;RO;0;0;1214;2011;14,1558;2011;1215;2011
2;05;029;029043;29043;San Bellino;;RO;0;0;1156;2011;15,8257;2011;1156;2011
2;05;029;029044;29044;San Martino di Venezze;;RO;0;0;4035;2011;31,0456;2011;4038;2011
2;05;029;029045;29045;Stienta;;RO;0;0;3329;2011;24,0221;2011;3357;2011
2;05;029;029046;29046;Taglio di Po;;RO;0;0;8495;2011;78,6785;2011;8516;2011
2;05;029;029047;29047;Trecenta;;RO;0;0;2956;2011;35,0778;2011;2965;2011
2;05;029;029048;29048;Villadose;;RO;0;0;5188;2011;32,0740;2011;5183;2011
2;05;029;029049;29049;Villamarzana;;RO;0;0;1202;2011;14,1513;2011;1206;2011
2;05;029;029050;29050;Villanova del Ghebbo;;RO;0;0;2164;2011;11,7258;2011;2168;2011
2;05;029;029051;29051;Villanova Marchesana;;RO;0;0;1000;2011;18,0497;2011;1009;2011
2;05;029;029052;29052;Porto Viro;;RO;0;0;14645;2011;133,7666;2011;14702;2011
2;06;030;030001;30001;Aiello del Friuli;;UD;0;0;2272;2011;13,3473;2011;2310;2011
2;06;030;030002;30002;Amaro;;UD;0;0;841;2011;33,2611;2011;843;2011
2;06;030;030003;30003;Ampezzo;;UD;0;0;1030;2011;73,6275;2011;1024;2011
2;06;030;030004;30004;Aquileia;;UD;0;0;3441;2011;37,4382;2011;3436;2011
2;06;030;030005;30005;Arta Terme;;UD;0;0;2243;2011;42,7698;2011;2252;2011
2;06;030;030006;30006;Artegna;;UD;0;0;2877;2011;11,2209;2011;2855;2011
2;06;030;030007;30007;Attimis;;UD;0;0;1861;2011;33,2372;2011;1876;2011
2;06;030;030008;30008;Bagnaria Arsa;;UD;0;0;3577;2011;19,2330;2011;3574;2011
2;06;030;030009;30009;Basiliano;;UD;0;0;5353;2011;43,0448;2011;5372;2011
2;06;030;030010;30010;Bertiolo;;UD;0;0;2577;2011;26,0704;2011;2582;2011
2;06;030;030011;30011;Bicinicco;;UD;0;0;1922;2011;16,0085;2011;1928;2011
2;06;030;030012;30012;Bordano;;UD;0;0;789;2011;14,9043;2011;793;2011
2;06;030;030013;30013;Buja;;UD;0;0;6627;2011;25,5056;2011;6642;2011
2;06;030;030014;30014;Buttrio;;UD;0;0;4039;2011;17,7768;2011;4054;2011
2;06;030;030015;30015;Camino al Tagliamento;;UD;0;0;1660;2011;22,3179;2011;1656;2011
2;06;030;030016;30016;Campoformido;;UD;0;0;7679;2011;21,9325;2011;7682;2011
2;06;030;030018;30018;Carlino;;UD;0;0;2790;2011;30,2261;2011;2798;2011
2;06;030;030019;30019;Cassacco;;UD;0;0;2911;2011;11,6785;2011;2928;2011
2;06;030;030020;30020;Castions di Strada;;UD;0;0;3866;2011;32,8328;2011;3870;2011
2;06;030;030021;30021;Cavazzo Carnico;;UD;0;0;1087;2011;39,4345;2011;1095;2011
2;06;030;030022;30022;Cercivento;;UD;0;0;696;2011;15,7819;2011;692;2011
2;06;030;030023;30023;Cervignano del Friuli;;UD;0;0;13409;2011;29,1668;2011;13468;2011
2;06;030;030024;30024;Chiopris-Viscone;;UD;0;0;620;2011;9,2086;2011;624;2011
2;06;030;030025;30025;Chiusaforte;;UD;0;0;703;2011;100,1977;2011;701;2011
2;06;030;030026;30026;Cividale del Friuli;;UD;0;0;11378;2011;50,6458;2011;11482;2011
2;06;030;030027;30027;Codroipo;;UD;0;0;15806;2011;75,2141;2011;15856;2011
2;06;030;030028;30028;Colloredo di Monte Albano;;UD;0;0;2231;2011;21,7505;2011;2232;2011
2;06;030;030029;30029;Comeglians;;UD;0;0;532;2011;19,4140;2011;536;2011
2;06;030;030030;30030;Corno di Rosazzo;;UD;0;0;3269;2011;12,6215;2011;3280;2011
2;06;030;030031;30031;Coseano;;UD;0;0;2247;2011;23,7963;2011;2263;2011
2;06;030;030032;30032;Dignano;;UD;0;0;2389;2011;27,5407;2011;2397;2011
2;06;030;030033;30033;Dogna;;UD;0;0;192;2011;70,3683;2011;190;2011
2;06;030;030034;30034;Drenchia;;UD;0;0;134;2011;12,0083;2011;134;2011
2;06;030;030035;30035;Enemonzo;;UD;0;0;1351;2011;23,7602;2011;1351;2011
2;06;030;030036;30036;Faedis;;UD;0;0;3014;2011;46,7805;2011;3019;2011
2;06;030;030037;30037;Fagagna;;UD;0;0;6279;2011;37,1864;2011;6295;2011
2;06;030;030038;30038;Fiumicello;;UD;0;0;5021;2011;23,2433;2011;5025;2011
2;06;030;030039;30039;Flaibano;;UD;0;0;1197;2011;17,3236;2011;1202;2011
2;06;030;030040;30040;Forni Avoltri;;UD;0;0;642;2011;80,7485;2011;641;2011
2;06;030;030041;30041;Forni di Sopra;;UD;0;0;1027;2011;81,6557;2011;1034;2011
2;06;030;030042;30042;Forni di Sotto;;UD;0;0;620;2011;93,5943;2011;613;2011
2;06;030;030043;30043;Gemona del Friuli;;UD;0;0;11141;2011;56,0573;2011;11143;2011
2;06;030;030044;30044;Gonars;;UD;0;0;4790;2011;19,8169;2011;4793;2011
2;06;030;030045;30045;Grimacco;;UD;0;0;374;2011;16,1058;2011;369;2011
2;06;030;030046;30046;Latisana;;UD;0;0;13647;2011;37,7963;2011;13724;2011
2;06;030;030047;30047;Lauco;;UD;0;0;784;2011;34,7578;2011;780;2011
2;06;030;030048;30048;Lestizza;;UD;0;0;3885;2011;34,3195;2011;3871;2011
2;06;030;030049;30049;Lignano Sabbiadoro;;UD;0;0;6447;2011;15,7064;2011;6531;2011
2;06;030;030050;30050;Ligosullo;;UD;0;0;142;2011;16,8449;2011;141;2011
2;06;030;030051;30051;Lusevera;;UD;0;0;700;2011;53,0467;2011;700;2011
2;06;030;030052;30052;Magnano in Riviera;;UD;0;0;2366;2011;8,3404;2011;2356;2011
2;06;030;030053;30053;Majano;;UD;0;0;6051;2011;28,2752;2011;6081;2011
2;06;030;030054;30054;Malborghetto Valbruna;;UD;0;0;969;2011;124,2110;2011;958;2011
2;06;030;030055;30055;Manzano;;UD;0;0;6581;2011;31,0425;2011;6580;2011
2;06;030;030056;30056;Marano Lagunare;;UD;0;0;1963;2011;85,8033;2011;1965;2011
2;06;030;030057;30057;Martignacco;;UD;0;0;6796;2011;26,6770;2011;6828;2011
2;06;030;030058;30058;Mereto di Tomba;;UD;0;0;2709;2011;27,2113;2011;2709;2011
2;06;030;030059;30059;Moggio Udinese;;UD;0;0;1814;2011;142,4341;2011;1797;2011
2;06;030;030060;30060;Moimacco;;UD;0;0;1648;2011;11,7658;2011;1640;2011
2;06;030;030061;30061;Montenars;;UD;0;0;558;2011;20,5915;2011;559;2011
2;06;030;030062;30062;Mortegliano;;UD;0;0;5045;2011;30,0528;2011;5068;2011
2;06;030;030063;30063;Moruzzo;;UD;0;0;2391;2011;17,7760;2011;2415;2011
2;06;030;030064;30064;Muzzana del Turgnano;;UD;0;0;2641;2011;24,2909;2011;2642;2011
2;06;030;030065;30065;Nimis;;UD;0;0;2778;2011;33,8948;2011;2789;2011
2;06;030;030066;30066;Osoppo;;UD;0;0;3006;2011;22,4040;2011;2991;2011
2;06;030;030067;30067;Ovaro;;UD;0;0;2010;2011;57,9039;2011;2015;2011
2;06;030;030068;30068;Pagnacco;;UD;0;0;5044;2011;14,9331;2011;5038;2011
2;06;030;030069;30069;Palazzolo dello Stella;;UD;0;0;3008;2011;34,5500;2011;3041;2011
2;06;030;030070;30070;Palmanova;;UD;0;0;5409;2011;13,2965;2011;5415;2011
2;06;030;030071;30071;Paluzza;;UD;0;0;2372;2011;69,7487;2011;2365;2011
2;06;030;030072;30072;Pasian di Prato;;UD;0;0;9375;2011;15,4140;2011;9422;2011
2;06;030;030073;30073;Paularo;;UD;0;0;2737;2011;84,2423;2011;2733;2011
2;06;030;030074;30074;Pavia di Udine;;UD;0;0;5698;2011;34,3360;2011;5695;2011
2;06;030;030075;30075;Pocenia;;UD;0;0;2595;2011;23,9831;2011;2604;2011
2;06;030;030076;30076;Pontebba;;UD;0;0;1503;2011;99,6625;2011;1495;2011
2;06;030;030077;30077;Porpetto;;UD;0;0;2650;2011;18,0541;2011;2660;2011
2;06;030;030078;30078;Povoletto;;UD;0;0;5572;2011;38,4131;2011;5568;2011
2;06;030;030079;30079;Pozzuolo del Friuli;;UD;0;0;6880;2011;34,3697;2011;6868;2011
2;06;030;030080;30080;Pradamano;;UD;0;0;3536;2011;15,9086;2011;3560;2011
2;06;030;030081;30081;Prato Carnico;;UD;0;0;927;2011;81,7207;2011;927;2011
2;06;030;030082;30082;Precenicco;;UD;0;0;1484;2011;27,2302;2011;1488;2011
2;06;030;030083;30083;Premariacco;;UD;0;0;4187;2011;39,8850;2011;4192;2011
2;06;030;030084;30084;Preone;;UD;0;0;266;2011;22,4728;2011;260;2011
2;06;030;030085;30085;Prepotto;;UD;0;0;809;2011;33,2345;2011;804;2011
2;06;030;030086;30086;Pulfero;;UD;0;0;1033;2011;48,6760;2011;1031;2011
2;06;030;030087;30087;Ragogna;;UD;0;0;3023;2011;22,0271;2011;3026;2011
2;06;030;030088;30088;Ravascletto;;UD;0;0;560;2011;26,4796;2011;566;2011
2;06;030;030089;30089;Raveo;;UD;0;0;508;2011;12,5973;2011;505;2011
2;06;030;030090;30090;Reana del Rojale;;UD;0;0;5032;2011;20,3320;2011;5026;2011
2;06;030;030091;30091;Remanzacco;;UD;0;0;6066;2011;30,9872;2011;6096;2011
2;06;030;030092;30092;Resia;;UD;0;0;1091;2011;119,3121;2011;1087;2011
2;06;030;030093;30093;Resiutta;;UD;0;0;315;2011;20,3611;2011;316;2011
2;06;030;030094;30094;Rigolato;;UD;0;0;502;2011;30,7703;2011;494;2011
2;06;030;030095;30095;Rive d'Arcano;;UD;0;0;2479;2011;22,5658;2011;2468;2011
2;06;030;030096;30096;Rivignano;;UD;0;0;4449;2011;30,8155;2011;4439;2011
2;06;030;030097;30097;Ronchis;;UD;0;0;2054;2011;18,3968;2011;2059;2011
2;06;030;030098;30098;Ruda;;UD;0;0;2995;2011;19,4669;2011;2986;2011
2;06;030;030099;30099;San Daniele del Friuli;;UD;0;0;8072;2011;34,7795;2011;8082;2011
2;06;030;030100;30100;San Giorgio di Nogaro;;UD;0;0;7681;2011;25,9373;2011;7662;2011
2;06;030;030101;30101;San Giovanni al Natisone;;UD;0;0;6117;2011;24,0645;2011;6100;2011
2;06;030;030102;30102;San Leonardo;;UD;0;0;1161;2011;26,9138;2011;1154;2011
2;06;030;030103;30103;San Pietro al Natisone;;UD;0;0;2223;2011;23,9685;2011;2233;2011
2;06;030;030104;30104;Santa Maria la Longa;;UD;0;0;2417;2011;19,6031;2011;2398;2011
2;06;030;030105;30105;San Vito al Torre;;UD;0;0;1333;2011;11,9224;2011;1325;2011
2;06;030;030106;30106;San Vito di Fagagna;;UD;0;0;1682;2011;8,5705;2011;1688;2011
2;06;030;030107;30107;Sauris;;UD;0;0;419;2011;41,4911;2011;421;2011
2;06;030;030108;30108;Savogna;;UD;0;0;482;2011;22,1649;2011;481;2011
2;06;030;030109;30109;Sedegliano;;UD;0;0;3937;2011;50,5307;2011;3945;2011
2;06;030;030110;30110;Socchieve;;UD;0;0;941;2011;66,1145;2011;951;2011
2;06;030;030111;30111;Stregna;;UD;0;0;398;2011;19,6913;2011;403;2011
2;06;030;030112;30112;Sutrio;;UD;0;0;1371;2011;20,7456;2011;1369;2011
2;06;030;030113;30113;Taipana;;UD;0;0;679;2011;65,4414;2011;682;2011
2;06;030;030114;30114;Talmassons;;UD;0;0;4144;2011;43,0497;2011;4156;2011
2;06;030;030116;30116;Tarcento;;UD;0;0;9095;2011;35,4193;2011;9111;2011
2;06;030;030117;30117;Tarvisio;;UD;0;0;4577;2011;208,3559;2011;4585;2011
2;06;030;030118;30118;Tavagnacco;;UD;0;0;14262;2011;15,3441;2011;14393;2011
2;06;030;030119;30119;Teor;;UD;0;0;1954;2011;16,9381;2011;1956;2011
2;06;030;030120;30120;Terzo d'Aquileia;;UD;0;0;2881;2011;28,3598;2011;2887;2011
2;06;030;030121;30121;Tolmezzo;;UD;0;0;10570;2011;64,6226;2011;10584;2011
2;06;030;030122;30122;Torreano;;UD;0;0;2213;2011;34,9904;2011;2207;2011
2;06;030;030123;30123;Torviscosa;;UD;0;0;2969;2011;48,6221;2011;2970;2011
2;06;030;030124;30124;Trasaghis;;UD;0;0;2298;2011;77,8492;2011;2295;2011
2;06;030;030125;30125;Treppo Carnico;;UD;0;0;642;2011;18,7390;2011;626;2011
2;06;030;030126;30126;Treppo Grande;;UD;0;0;1741;2011;11,3221;2011;1742;2011
2;06;030;030127;30127;Tricesimo;;UD;0;0;7609;2011;17,6830;2011;7657;2011
2;06;030;030128;30128;Trivignano Udinese;;UD;0;0;1689;2011;18,4599;2011;1693;2011
2;06;030;030129;30129;Udine;;UD;1;0;98287;2011;57,1924;2011;98592;2011
2;06;030;030130;30130;Varmo;;UD;0;0;2830;2011;34,9183;2011;2846;2011
2;06;030;030131;30131;Venzone;;UD;0;0;2230;2011;54,5509;2011;2244;2011
2;06;030;030132;30132;Verzegnis;;UD;0;0;906;2011;39,3306;2011;902;2011
2;06;030;030133;30133;Villa Santina;;UD;0;0;2222;2011;12,9947;2011;2219;2011
2;06;030;030134;30134;Villa Vicentina;;UD;0;0;1387;2011;5,5522;2011;1386;2011
2;06;030;030135;30135;Visco;;UD;0;0;775;2011;3,5195;2011;773;2011
2;06;030;030136;30136;Zuglio;;UD;0;0;606;2011;18,2113;2011;602;2011
2;06;030;030137;30137;Forgaria nel Friuli;;UD;0;0;1826;2011;28,9391;2011;1825;2011
2;06;030;030138;30138;Campolongo Tapogliano;;UD;0;0;1210;2011;11,0193;2011;1208;2011
2;06;031;031001;31001;Capriva del Friuli;;GO;0;0;1731;2011;6,3200;2011;1732;2011
2;06;031;031002;31002;Cormons;;GO;0;0;7543;2011;35,0850;2011;7588;2011
2;06;031;031003;31003;Doberdò del Lago-Doberdob;Doberdob;GO;0;0;1441;2011;27,0526;2011;1443;2011
2;06;031;031004;31004;Dolegna del Collio;;GO;0;0;390;2011;12,8765;2011;383;2011
2;06;031;031005;31005;Farra d'Isonzo;;GO;0;0;1752;2011;10,2510;2011;1752;2011
2;06;031;031006;31006;Fogliano Redipuglia;;GO;0;0;3052;2011;7,9241;2011;3079;2011
2;06;031;031007;31007;Gorizia;;GO;1;0;35212;2011;41,2626;2011;35315;2011
2;06;031;031008;31008;Gradisca d'Isonzo;;GO;0;0;6528;2011;11,2200;2011;6520;2011
2;06;031;031009;31009;Grado;;GO;0;0;8462;2011;111,3235;2011;8458;2011
2;06;031;031010;31010;Mariano del Friuli;;GO;0;0;1600;2011;8,5915;2011;1606;2011
2;06;031;031011;31011;Medea;;GO;0;0;970;2011;7,3593;2011;976;2011
2;06;031;031012;31012;Monfalcone;;GO;0;0;27041;2011;19,7274;2011;27126;2011
2;06;031;031013;31013;Moraro;;GO;0;0;767;2011;3,5654;2011;775;2011
2;06;031;031014;31014;Mossa;;GO;0;0;1659;2011;6,2051;2011;1651;2011
2;06;031;031015;31015;Romans d'Isonzo;;GO;0;0;3702;2011;15,4983;2011;3712;2011
2;06;031;031016;31016;Ronchi dei Legionari;;GO;0;0;11960;2011;17,1084;2011;11992;2011
2;06;031;031017;31017;Sagrado;;GO;0;0;2236;2011;13,9395;2011;2228;2011
2;06;031;031018;31018;San Canzian d'Isonzo;;GO;0;0;6309;2011;33,8903;2011;6304;2011
2;06;031;031019;31019;San Floriano del Collio-Števerjan;Števerjan;GO;0;0;798;2011;10,6311;2011;798;2011
2;06;031;031020;31020;San Lorenzo Isontino;;GO;0;0;1548;2011;4,4013;2011;1567;2011
2;06;031;031021;31021;San Pier d'Isonzo;;GO;0;0;2019;2011;9,0280;2011;2017;2011
2;06;031;031022;31022;Savogna d'Isonzo-Sovodnje ob Soči;Sovodnje ob Soči;GO;0;0;1727;2011;16,9815;2011;1724;2011
2;06;031;031023;31023;Staranzano;;GO;0;0;7199;2011;19,6605;2011;7200;2011
2;06;031;031024;31024;Turriaco;;GO;0;0;2780;2011;5,1749;2011;2800;2011
2;06;031;031025;31025;Villesse;;GO;0;0;1717;2011;12,0535;2011;1712;2011
2;06;032;032001;32001;Duino Aurisina-Devin Nabrežina;Devin Nabrežina;TS;0;0;8586;2011;45,3135;2011;8629;2011
2;06;032;032002;32002;Monrupino-Repentabor;Repentabor;TS;0;0;881;2011;12,6103;2011;882;2011
2;06;032;032003;32003;Muggia;;TS;0;0;13022;2011;13,8518;2011;13131;2011
2;06;032;032004;32004;San Dorligo della Valle-Dolina;Dolina;TS;0;0;5912;2011;24,2218;2011;5895;2011
2;06;032;032005;32005;Sgonico-Zgonik;Zgonik;TS;0;0;2077;2011;31,4024;2011;2089;2011
2;06;032;032006;32006;Trieste;;TS;1;1;202123;2011;85,1039;2011;202778;2011
2;08;033;033001;33001;Agazzano;;PC;0;0;2070;2011;36,1450;2011;2082;2011
2;08;033;033002;33002;Alseno;;PC;0;0;4823;2011;55,2695;2011;4871;2011
2;08;033;033003;33003;Besenzone;;PC;0;0;976;2011;23,9471;2011;972;2011
2;08;033;033004;33004;Bettola;;PC;0;0;2999;2011;122,3705;2011;2993;2011
2;08;033;033005;33005;Bobbio;;PC;0;0;3711;2011;106,5214;2011;3729;2011
2;08;033;033006;33006;Borgonovo Val Tidone;;PC;0;0;7631;2011;51,2167;2011;7720;2011
2;08;033;033007;33007;Cadeo;;PC;0;0;6052;2011;38,4792;2011;6119;2011
2;08;033;033008;33008;Calendasco;;PC;0;0;2448;2011;36,9357;2011;2480;2011
2;08;033;033009;33009;Caminata;;PC;0;0;276;2011;3,1702;2011;273;2011
2;08;033;033010;33010;Caorso;;PC;0;0;4830;2011;40,9806;2011;4850;2011
2;08;033;033011;33011;Carpaneto Piacentino;;PC;0;0;7537;2011;63,0763;2011;7585;2011
2;08;033;033012;33012;Castell'Arquato;;PC;0;0;4712;2011;52,7485;2011;4719;2011
2;08;033;033013;33013;Castel San Giovanni;;PC;0;0;13629;2011;44,0397;2011;13780;2011
2;08;033;033014;33014;Castelvetro Piacentino;;PC;0;0;5584;2011;35,0518;2011;5595;2011
2;08;033;033015;33015;Cerignale;;PC;0;0;155;2011;30,8180;2011;158;2011
2;08;033;033016;33016;Coli;;PC;0;0;955;2011;71,6896;2011;953;2011
2;08;033;033017;33017;Corte Brugnatella;;PC;0;0;671;2011;46,3089;2011;666;2011
2;08;033;033018;33018;Cortemaggiore;;PC;0;0;4456;2011;36,4718;2011;4528;2011
2;08;033;033019;33019;Farini;;PC;0;0;1455;2011;112,3548;2011;1468;2011
2;08;033;033020;33020;Ferriere;;PC;0;0;1425;2011;178,4949;2011;1466;2011
2;08;033;033021;33021;Fiorenzuola d'Arda;;PC;0;0;14886;2011;59,7690;2011;15110;2011
2;08;033;033022;33022;Gazzola;;PC;0;0;1999;2011;44,4768;2011;2030;2011
2;08;033;033023;33023;Gossolengo;;PC;0;0;5431;2011;31,0994;2011;5460;2011
2;08;033;033024;33024;Gragnano Trebbiense;;PC;0;0;4386;2011;34,6120;2011;4393;2011
2;08;033;033025;33025;Gropparello;;PC;0;0;2324;2011;56,3300;2011;2373;2011
2;08;033;033026;33026;Lugagnano Val d'Arda;;PC;0;0;4155;2011;54,3974;2011;4204;2011
2;08;033;033027;33027;Monticelli d'Ongina;;PC;0;0;5428;2011;46,3298;2011;5417;2011
2;08;033;033028;33028;Morfasso;;PC;0;0;1105;2011;83,9336;2011;1096;2011
2;08;033;033029;33029;Nibbiano;;PC;0;0;2263;2011;43,9205;2011;2261;2011
